,Area,Area Type,Car Parking,Flat Details,Floor Number,Furnished Status,Possession On,Posted By,Posted By Name,Posted Date,Price,Price/Sqft,Property Type
218,668 sqft,super area,1 Covered,"    1 BHK Apartment  for Sale in Nirmaann Serrene, Undri ",3,Unfurnished,Possession by Sep '19,Builder,Nirmaann Encon Developers,"Feb 27, '18", 54 Lac, 8084,New Property
219,881 sqft,carpet area,,"    2 BHK Apartment  for Sale in Park Land Homes, B.T Kawade Road ",Ground out of 12 floors,Unfurnished,Possession by Dec '19,Builder,Yash Vastu Developers,"Feb 22, '18", 88.3 Lac,,New Property
220,957 sqft,carpet area,,"    2 BHK Apartment  for Sale in Park Land Homes, B.T Kawade Road ",Ground out of 12 floors,Unfurnished,Possession by Dec '19,Builder,Yash Vastu Developers,"Feb 22, '18", 1.25 Cr,,New Property
221,1258 sqft,carpet area,,"    3 BHK Apartment  for Sale in Park Land Homes, B.T Kawade Road ",Ground out of 12 floors,Unfurnished,Possession by Dec '19,Builder,Yash Vastu Developers,"Feb 22, '18", 1.25 Cr,,New Property
222,685 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Astonia Classic, Undri ",1 out of 12 floors,Unfurnished,Possession by Dec '20,Builder,Amit Enterprises Housing Ltd.,"Mar 08, '18", 45 Lac,,New Property
223,819 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Amit Bloomfield, Ambe Gaon ",2 out of 21 floors,Unfurnished,Possession by Dec '21,Builder,Amit Enterprises Housing Ltd.,"Mar 04, '18", 65 Lac, 7937,New Property
224,1113 sqft,super area,1 Covered,"    3 BHK Apartment  for Sale in Amit Bloomfield, Ambe Gaon ",4 out of 21 floors,Unfurnished,Possession by Dec '21,Builder,Amit Enterprises Housing Ltd.,"Mar 04, '18", 86 Lac, 7727,New Property
225,75 sqm,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Amit Colori, Undri ",3 out of 12 floors,Unfurnished,3 out of 12 floors,Builder,Amit Enterprises Housing Ltd.,"Mar 05, '18", 52 Lac,,New Property
226,691 sqft,carpet area,,"    2 BHK Apartment  for Sale in Astonia Classic, Undri ",1 out of 12 floors,Unfurnished,Possession by Dec '20,Builder,Amit Enterprises Housing Ltd.,"Mar 02, '18", 45 Lac,,New Property
227,1197 sqft,carpet area,1 Covered,"    3 BHK Apartment  for Sale in Amit Bloomfield, Ambe Gaon ",10 out of 21 floors,Unfurnished,Possession by Dec '21,Builder,Amit Enterprises Housing Ltd.,"Feb 24, '18", 86 Lac,,New Property
228,1148 sqft,carpet area,1 Covered,"    3 BHK Apartment  for Sale in Amit Bloomfield, Ambe Gaon ",10 out of 21 floors,Unfurnished,Possession by Dec '21,Builder,Amit Enterprises Housing Ltd.,"Feb 27, '18", 86 Lac,,New Property
229,844 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Amit Bloomfield, Ambe Gaon ",4 out of 21 floors,Unfurnished,Possession by Dec '21,Builder,Amit Enterprises Housing Ltd.,"Feb 23, '18", 65 Lac,,New Property
230,1148 sqft,carpet area,1 Covered,"    3 BHK Apartment  for Sale in Amit Bloomfield, Ambe Gaon ",10 out of 21 floors,Unfurnished,Possession by Dec '21,Builder,Amit Enterprises Housing Ltd.,"Feb 23, '18", 86 Lac,,New Property
231,1074 sqft,carpet area,2 Covered,"    3 BHK Apartment  for Sale in Amar Serenity, Baner - Pashan Link Road ",4 out of 18 floors,Unfurnished,Possession by Mar '19,Builder,Amar Builders,"Mar 02, '18", 1.15 Cr,,New Property
232,1350 sqft,super area,1 Covered,"    3 BHK Apartment  for Sale in Salarpuria Sattva H AND M Royal, Kondhwa ",,Unfurnished,Possession by Mar '19,Builder,Salarpuria Sattva Group,"Feb 21, '18", 89.2 Lac, 6605,New Property
233,1780 sqft,super area,1 Covered,"    3 BHK Apartment  for Sale in Salarpuria Sattva H AND M Royal, Kondhwa ",,Unfurnished,Possession by Mar '19,Builder,Salarpuria Sattva Group,"Feb 21, '18", 1.21 Cr, 6798,New Property
234,665 sqft,super area,1 Covered,"    1 BHK Apartment  for Sale in Salarpuria Sattva H AND M Royal, Kondhwa ",6 out of 6 floors,Unfurnished,Possession by Mar '19,Builder,Salarpuria Sattva Group,"Feb 21, '18", 48.8 Lac, 7338,New Property
235,1075 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Salarpuria Sattva H AND M Royal, Kondhwa ",6 out of 6 floors,Unfurnished,Possession by Mar '19,Builder,Salarpuria Sattva Group,"Feb 21, '18", 75.5 Lac, 7025,New Property
236,1070 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Salarpuria Sattva H AND M Royal, Kondhwa ",6 out of 6 floors,Unfurnished,Possession by Mar '19,Builder,Salarpuria Sattva Group,"Feb 21, '18", 75.2 Lac, 7028,New Property
237,915 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Sukhwani Panorama, Sus ",3 out of 7 floors,Unfurnished,Ready to Move,Builder,Sukhwani Life Spaces,"Mar 02, '18", 52.3 Lac, 5716,New Property
238,1010 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Sukhwani Panorama, Sus ",1 out of 9 floors,Unfurnished,Ready to Move,Builder,Sukhwani Life Spaces,"Feb 28, '18", 57.2 Lac, 5663,New Property
239,482 sqft,carpet area,,"    1 BHK Apartment  for Sale in Dwarka, Chakan ",,Unfurnished,Ready to Move,Builder,Naiknavare Developers,"Mar 03, '18", 22.2 Lac,,New Property
240,478 sqft,carpet area,,"    1 BHK Apartment  for Sale in Dwarka, Chakan ",,Unfurnished,Ready to Move,Builder,Naiknavare Developers,"Mar 03, '18", 22 Lac,,New Property
241,322 sqft,carpet area,,"    1 BHK Apartment  for Sale in Dwarka, Chakan ",,Unfurnished,Ready to Move,Builder,Naiknavare Developers,"Mar 03, '18", 14.2 Lac,,New Property
242,915 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Sukhwani Panorama, Sus ",2 out of 9 floors,Unfurnished,Ready to Move,Builder,Sukhwani Life Spaces,"Feb 17, '18", 52.3 Lac, 5716,New Property
243,748 sqft,carpet area,,"    2 BHK Apartment  for Sale in Dwarka, Chakan ",,Unfurnished,Ready to Move,Builder,Naiknavare Developers,"Mar 03, '18", 34.4 Lac,,New Property
244,890 sqft,super area,,"    2 BHK Apartment  for Sale in Sukhwani Panorama, Sus ",7 out of 9 floors,Unfurnished,Ready to Move,Builder,Sukhwani Life Spaces,"Feb 28, '18", 50.9 Lac, 5719,New Property
245,890 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Sukhwani Panorama, Sus ",3 out of 7 floors,Unfurnished,Ready to Move,Builder,Sukhwani Life Spaces,"Feb 21, '18", 50.9 Lac, 5719,New Property
246,1074 sqft,carpet area,2 Covered,"    3 BHK Apartment  for Sale in Amar Serenity, Baner - Pashan Link Road ",2 out of 18 floors,Unfurnished,Possession by Mar '19,Builder,Amar Builders,"Feb 28, '18", 1.15 Cr,,New Property
247,1123 sqft,carpet area,,    3 BHK Apartment  for Sale in Baner ,5 out of 18 floors,Unfurnished,Possession by Mar '19,Builder,Amar Builders,"Feb 28, '18", 1.20 Cr,,New Property
248,1074 sqft,super area,2 Covered,    3 BHK Apartment  for Sale in Baner ,4 out of 18 floors,Unfurnished,Possession by Mar '19,Builder,Amar Builders,"Feb 28, '18", 1.15 Cr, 10708,New Property
249,1074 sqft,carpet area,2 Covered,    3 BHK Apartment  for Sale in Aundh ,7 out of 18 floors,Unfurnished,Possession by Mar '19,Builder,Amar Builders,"Jan 19, '18", 1.16 Cr,,New Property
250,1131 sqft,Carpet Area,,"    Shop  for Sale in Amar Serenity, Baner - Pashan Link Road ",,,Ground out of 2,Builder,Amar Builders,"Feb 27, '18", 3.40 Cr,,
251,1123 sqft,super area,2 Covered,    3 BHK Apartment  for Sale in Baner ,5 out of 18 floors,Unfurnished,Possession by Mar '19,Builder,Amar Builders,"Jan 15, '18", 1.20 Cr, 10686,New Property
252,1074 sqft,carpet area,,    3 BHK Apartment  for Sale in Balewadi ,7 out of 14 floors,Unfurnished,Possession by Mar '19,Builder,Amar Builders,"Feb 27, '18", 1.16 Cr,,New Property
253,1074 sqft,carpet area,2 Covered,    3 BHK Apartment  for Sale in Baner - Pashan Link Road ,11 out of 18 floors,Unfurnished,Possession by Mar '19,Builder,Amar Builders,"Jan 15, '18", 1.15 Cr,,New Property
254,483 sqft,carpet area,,"    1 BHK Apartment  for Sale in Dwarka, Chakan ",,Unfurnished,Ready to Move,Builder,Naiknavare Developers,"Mar 03, '18", 22.2 Lac,,New Property
255,1188 sqft,super area,1 Covered,"    3 BHK Apartment  for Sale in Nirmaann Estrellaa, Kondhwa ",3 out of 14 floors,Unfurnished,Possession by Sep '19,Builder,Nirmaann Encon Developers,"Mar 02, '18", 84 Lac, 7071,New Property
256,915 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Nirmaann Estrellaa, Kondhwa ",2 out of 14 floors,Unfurnished,Possession by Sep '19,Builder,Nirmaann Encon Developers,"Mar 02, '18", 66 Lac, 7213,New Property
257,500 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in VTP Purvanchal , Wagholi ",,Unfurnished,Possession by Apr '20,Builder,VTP Realty,"Feb 26, '18", 34 Lac,,New Property
258,680 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Urban Nest, Undri ",3,Unfurnished,Possession by Jun '19,Builder,VTP Realty,"Feb 23, '18", 54 Lac,,New Property
259,548 sqft,carpet area,1 Covered,"    1 BHK Apartment  for Sale in Urban Nest, Undri ",3,Unfurnished,Possession by Jun '19,Builder,VTP Realty,"Feb 23, '18", 45 Lac,,New Property
260,857 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Pune Ville, Punawale, Pimpri Chinchwad ",22 out of 22 floors,Unfurnished,Possession by Dec '20,Builder,Pharande Spaces,"Mar 08, '18", 75 Lac,,New Property
261,943 sqft,carpet area,1 Covered,"    3 BHK Apartment  for Sale in Urban Balance, Hadapsar ",6 out of 12 floors,Semi-Furnished,Ready to Move,Builder,VTP Realty,"Feb 23, '18", 1.09 Cr,,New Property
262,713 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Pune Ville, Punawale, Pimpri Chinchwad ",22 out of 22 floors,Unfurnished,Possession by Dec '20,Builder,Pharande Spaces,"Mar 08, '18", 62 Lac,,New Property
263,423 sqft,carpet area,1 Open,"    2 BHK Apartment  for Sale in VTP Bhagyasthan, Talegaon Dabhade ",,Unfurnished,Possession by Dec '18,Builder,VTP Realty,"Mar 05, '18", 26.1 Lac,,New Property
264,1163 sqft,carpet area,1 Covered,"    3 BHK Apartment  for Sale in Woodsville, Moshi ",10 out of 12 floors,Unfurnished,Possession by Jun '20,Builder,Pharande Spaces,"Mar 08, '18", 90 Lac,,New Property
265,771 sqft,carpet area,,"    2 BHK Apartment  for Sale in Puraniks Abitante, Bavdhan ",,Unfurnished,Possession by Dec '18,Builder,Puranik Builders,"Mar 06, '18", 63.9 Lac,,New Property
266,951 sqft,carpet area,1 Covered,"    3 BHK Apartment  for Sale in Urban Balance, Hadapsar ",6 out of 12 floors,Semi-Furnished,Ready to Move,Builder,VTP Realty,"Feb 23, '18", 1.16 Cr,,New Property
267,805 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Woodsville, Moshi ",4 out of 12 floors,Unfurnished,Possession by Jun '20,Builder,Pharande Spaces,"Mar 08, '18", 63.5 Lac,,New Property
268,1011 sqft,carpet area,,"    3 BHK Apartment  for Sale in Puraniks Abitante, Bavdhan ",,Unfurnished,Possession by Dec '18,Builder,Puranik Builders,"Mar 06, '18", 87 Lac,,New Property
269,303 sqft,carpet area,1 Open,"    1 BHK Apartment  for Sale in VTP Bhagyasthan, Talegaon Dabhade ",,Unfurnished,Possession by Dec '18,Builder,VTP Realty,"Mar 05, '18", 19.8 Lac,,New Property
270,430 sqft,carpet area,1 Open,"    2 BHK Apartment  for Sale in VTP Bhagyasthan, Talegaon Dabhade ",,Unfurnished,Possession by Dec '18,Builder,VTP Realty,"Mar 05, '18", 26.7 Lac,,New Property
271,805 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Pune Ville, Punawale, Pimpri Chinchwad ",22 out of 22 floors,Unfurnished,Possession by Dec '20,Builder,Pharande Spaces,"Mar 08, '18", 70.3 Lac,,New Property
272,1159 sqft,carpet area,1 Covered,"    3 BHK Apartment  for Sale in Pune Ville, Punawale, Pimpri Chinchwad ",22 out of 22 floors,Unfurnished,Possession by Dec '20,Builder,Pharande Spaces,"Mar 08, '18", 99.5 Lac,,New Property
273,1109 sqft,carpet area,,"    3 BHK Apartment  for Sale in Puraniks Abitante, Bavdhan ",,Unfurnished,Possession by Dec '18,Builder,Puranik Builders,"Mar 06, '18", 91.5 Lac,,New Property
274,974 sqft,carpet area,1 Covered,"    3 BHK Apartment  for Sale in Urban Balance, Hadapsar ",6 out of 12 floors,Semi-Furnished,Ready to Move,Builder,VTP Realty,"Feb 23, '18", 1.09 Cr,,New Property
275,974 sqft,carpet area,1 Covered,"    3 BHK Apartment  for Sale in Urban Balance, Hadapsar ",6 out of 12 floors,Semi-Furnished,Ready to Move,Builder,VTP Realty,"Feb 23, '18", 1.09 Cr,,New Property
276,584 sqft,carpet area,1 Covered,"    1 BHK Apartment  for Sale in Urban Nest, Undri ",3,Unfurnished,Possession by Jun '19,Builder,VTP Realty,"Feb 23, '18", 47.5 Lac,,New Property
277,755 sqft,carpet area,1 Open,"    2 BHK Apartment  for Sale in VTP Urban Life, Talegaon Dabhade ",3,Unfurnished,Possession by Dec '18,Builder,VTP Realty,"Mar 05, '18", 35.2 Lac,,New Property
278,771 sqft,carpet area,1 Open,"    2 BHK Apartment  for Sale in VTP Urban Life, Talegaon Dabhade ",3,Unfurnished,Possession by Dec '18,Builder,VTP Realty,"Mar 05, '18", 36.4 Lac,,New Property
279,1061 sqft,carpet area,1 Covered,"    3 BHK Apartment  for Sale in VTP Solitaire , Baner - Pashan Link Road ",,Unfurnished,Possession by Dec '20,Builder,VTP Realty,"Mar 05, '18", 1.17 Cr,,New Property
280,1175 sqft,carpet area,1 Covered,"    3 BHK Apartment  for Sale in Woodsville, Moshi ",10 out of 12 floors,Unfurnished,Possession by Jun '20,Builder,Pharande Spaces,"Mar 08, '18", 89 Lac,,New Property
281,314 sqft,carpet area,1 Open,"    1 BHK Apartment  for Sale in VTP Bhagyasthan, Talegaon Dabhade ",,Unfurnished,Possession by Dec '18,Builder,VTP Realty,"Mar 05, '18", 20.6 Lac,,New Property
282,1049 sqft,carpet area,1 Covered,"    3 BHK Apartment  for Sale in VTP Solitaire , Baner - Pashan Link Road ",,Unfurnished,Possession by Dec '20,Builder,VTP Realty,"Mar 05, '18", 1.16 Cr,,New Property
283,725 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in VTP Purvanchal , Wagholi ",,Unfurnished,Possession by Apr '20,Builder,VTP Realty,"Feb 26, '18", 49.4 Lac,,New Property
284,918 sqft,carpet area,1 Open,"    2 BHK Apartment  for Sale in VTP Urban Life, Talegaon Dabhade ",3,Unfurnished,Possession by Dec '18,Builder,VTP Realty,"Mar 05, '18", 41.9 Lac,,New Property
285,307 sqft,carpet area,1 Open,"    1 BHK Apartment  for Sale in VTP Bhagyasthan, Talegaon Dabhade ",,Unfurnished,Possession by Dec '18,Builder,VTP Realty,"Mar 05, '18", 20 Lac,,New Property
286,724 sqft,carpet area,1 Open,"    2 BHK Apartment  for Sale in VTP Urban Life, Talegaon Dabhade ",3,Unfurnished,Possession by Dec '18,Builder,VTP Realty,"Mar 05, '18", 34.6 Lac,,New Property
287,310 sqft,carpet area,1 Open,"    1 BHK Apartment  for Sale in VTP Bhagyasthan, Talegaon Dabhade ",,Unfurnished,Possession by Dec '18,Builder,VTP Realty,"Mar 05, '18", 20.4 Lac,,New Property
288,645 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in VTP Purvanchal , Wagholi ",,Unfurnished,Possession by Apr '20,Builder,VTP Realty,"Feb 26, '18", 43.9 Lac,,New Property
289,723 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in VTP Purvanchal , Wagholi ",,Unfurnished,Possession by Apr '20,Builder,VTP Realty,"Feb 26, '18", 49.2 Lac,,New Property
290,617 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in VTP Purvanchal , Wagholi ",,Unfurnished,Possession by Apr '20,Builder,VTP Realty,"Feb 26, '18", 43 Lac,,New Property
291,1332 sqft,carpet area,1 Covered,"    3 BHK Apartment  for Sale in Pune Ville, Punawale, Pimpri Chinchwad ",22 out of 22 floors,Unfurnished,Possession by Dec '20,Builder,Pharande Spaces,"Mar 08, '18", 1.12 Cr,,New Property
292,761 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in VTP Solitaire , Baner - Pashan Link Road ",,Unfurnished,Possession by Dec '20,Builder,VTP Realty,"Mar 05, '18", 84 Lac,,New Property
293,957 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in VTP Purvanchal , Wagholi ",,Unfurnished,Possession by Apr '20,Builder,VTP Realty,"Feb 26, '18", 63.5 Lac,,New Property
294,366 sqft,carpet area,1 Covered,"    1 BHK Apartment  for Sale in VTP Purvanchal , Wagholi ",,Unfurnished,Possession by Apr '20,Builder,VTP Realty,"Feb 26, '18", 26.5 Lac,,New Property
295,497 sqft,carpet area,1 Open,"    1 BHK Apartment  for Sale in VTP Urban Life, Talegaon Dabhade ",3,Unfurnished,Possession by Dec '18,Builder,VTP Realty,"Mar 05, '18", 24.7 Lac,,New Property
296,503 sqft,carpet area,1 Open,"    1 BHK Apartment  for Sale in VTP Urban Life, Talegaon Dabhade ",3,Unfurnished,Possession by Dec '18,Builder,VTP Realty,"Mar 05, '18", 24.8 Lac,,New Property
297,489 sqft,carpet area,1 Open,"    1 BHK Apartment  for Sale in VTP Urban Life, Talegaon Dabhade ",2,Unfurnished,Possession by Dec '18,Builder,VTP Realty,"Mar 05, '18", 24.7 Lac,,New Property
298,491 sqft,carpet area,1 Open,"    1 BHK Apartment  for Sale in VTP Urban Life, Talegaon Dabhade ",3,Unfurnished,Possession by Dec '18,Builder,VTP Realty,"Mar 05, '18", 24.5 Lac,,New Property
299,784 sqft,carpet area,1 Open,"    2 BHK Apartment  for Sale in VTP Urban Life, Talegaon Dabhade ",3,Unfurnished,Possession by Dec '18,Builder,VTP Realty,"Mar 05, '18", 36.4 Lac,,New Property
300,746 sqft,carpet area,1 Open,"    2 BHK Apartment  for Sale in VTP Urban Life, Talegaon Dabhade ",3,Unfurnished,Possession by Dec '18,Builder,VTP Realty,"Mar 05, '18", 35.2 Lac,,New Property
301,847 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Nirmaann Serrene, Undri ",5 out of 11 floors,Unfurnished,Possession by Sep '19,Builder,Nirmaann Encon Developers,"Feb 28, '18", 61.2 Lac,,New Property
302,915 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Nirmaann Estrellaa, Kondhwa ",3 out of 14 floors,Unfurnished,Possession by Sep '19,Builder,Nirmaann Encon Developers,"Feb 21, '18", 66 Lac, 7213,New Property
303,775 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Park Land Homes, B.T Kawade Road ",7 out of 15 floors,Unfurnished,Possession by Dec '19,Builder,Yash Vastu Developers,"Feb 16, '18", 87 Lac,,New Property
304,481 sqft,carpet area,1 Open,"    1 BHK Apartment  for Sale in VTP Urban Life, Talegaon Dabhade ",1,Unfurnished,Possession by Dec '18,Builder,VTP Realty,"Mar 05, '18", 24 Lac,,New Property
305,957 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Park Land Homes, B.T Kawade Road ",3 out of 12 floors,Unfurnished,Possession by Dec '19,Builder,Yash Vastu Developers,"Mar 08, '18", 1.04 Cr,,New Property
306,484 sqft,carpet area,1 Open,"    1 BHK Apartment  for Sale in VTP Urban Life, Talegaon Dabhade ",1,Unfurnished,Possession by Dec '18,Builder,VTP Realty,"Mar 05, '18", 24.1 Lac,,New Property
307,715 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Urban Nest, Undri ",3,Unfurnished,Possession by Jun '19,Builder,VTP Realty,"Feb 23, '18", 56 Lac,,New Property
308,725 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Urban Nest, Undri ",3,Unfurnished,Possession by Jun '19,Builder,VTP Realty,"Feb 23, '18", 62 Lac,,New Property
309,813 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Urban Nest, Undri ",3,Unfurnished,Possession by Jun '19,Builder,VTP Realty,"Feb 23, '18", 64.4 Lac,,New Property
310,1034 sqft,carpet area,1 Covered,"    3 BHK Apartment  for Sale in Urban Nest, Undri ",3,Unfurnished,Possession by Jun '19,Builder,VTP Realty,"Feb 23, '18", 80.5 Lac,,New Property
311,1020 sqft,carpet area,1 Covered,"    3 BHK Apartment  for Sale in Urban Nest, Undri ",3,Unfurnished,Possession by Jun '19,Builder,VTP Realty,"Feb 23, '18", 79.5 Lac,,New Property
312,776 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Urban Nest, Undri ",2,Unfurnished,Possession by Jun '19,Builder,VTP Realty,"Feb 13, '18", 58.2 Lac, 7500,New Property
313,521 sqft,super area,1 Covered,"    1 BHK Apartment  for Sale in Urban Nest, Undri ",2,Unfurnished,Possession by Jun '19,Builder,VTP Realty,"Feb 13, '18", 41.6 Lac, 7985,New Property
314,790 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Urban Nest, Undri ",3,Unfurnished,Possession by Jun '19,Builder,VTP Realty,"Feb 13, '18", 59.6 Lac, 7544,New Property
315,995 sqft,super area,1 Covered,"    3 BHK Apartment  for Sale in Urban Nest, Undri ",2,Unfurnished,Possession by Jun '19,Builder,VTP Realty,"Feb 13, '18", 74.2 Lac, 7457,New Property
316,555 sqft,super area,1 Covered,"    1 BHK Apartment  for Sale in Urban Nest, Undri ",3,Unfurnished,Possession by Jun '19,Builder,VTP Realty,"Feb 13, '18", 44 Lac, 7928,New Property
317,683 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Urban Nest, Undri ",6,Unfurnished,Possession by Jun '19,Builder,VTP Realty,"Feb 13, '18", 51.7 Lac, 7570,New Property
318,647 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Urban Nest, Undri ",5,Unfurnished,Possession by Jun '19,Builder,VTP Realty,"Feb 13, '18", 50.4 Lac, 7790,New Property
319,985 sqft,super area,1 Covered,"    3 BHK Apartment  for Sale in Urban Nest, Undri ",5,Unfurnished,Possession by Jun '19,Builder,VTP Realty,"Feb 13, '18", 74 Lac, 7513,New Property
320,1258 sqft,carpet area,2 Covered,"    3 BHK Apartment  for Sale in Park Land Homes, B.T Kawade Road ",3 out of 12 floors,Unfurnished,Possession by Dec '19,Builder,Yash Vastu Developers,"Feb 28, '18", 1.10 Cr,,New Property
321,55 sqm,carpet area,1 Open,"    2 BHK Apartment  for Sale in Atria Grande, Undri ",1 out of 11 floors,Unfurnished,Possession by Dec '19,Builder,Atria Constructions,"Feb 28, '18", 43.4 Lac,,New Property
322,55 sqm,carpet area,1 Open,"    2 BHK Apartment  for Sale in Atria Grande, Undri ",1 out of 11 floors,Unfurnished,Possession by Dec '19,Builder,Atria Constructions,"Feb 24, '18", 42.2 Lac,,New Property
323,1250 sqft,super area,1 Covered,    2 BHK Apartment  for Sale in B.T Kawade Road ,,Unfurnished,New Property,Builder,Yash Vastu Developers,"Mar 05, '18", 95 Lac, 7600,New Property
324,1700 sqft,super area,2 Covered,    3 BHK Apartment  for Sale in B.T Kawade Road ,,Unfurnished,New Property,Builder,Yash Vastu Developers,"Mar 05, '18", 1.30 Cr, 7647,New Property
325,915 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Nirmaann Estrellaa, Kondhwa ",,Unfurnished,Possession by Sep '19,Builder,Nirmaann Encon Developers,"Feb 27, '18", 65.5 Lac, 7158,New Property
326,1188 sqft,super area,1 Covered,"    3 BHK Apartment  for Sale in Nirmaann Estrellaa, Kondhwa ",,Unfurnished,Possession by Sep '19,Builder,Nirmaann Encon Developers,"Feb 27, '18", 83.4 Lac, 7020,New Property
327,878 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Nirmaann Serrene, Undri ",2,Unfurnished,Possession by Sep '19,Builder,Nirmaann Encon Developers,"Feb 27, '18", 63.5 Lac, 7232,New Property
328,879 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Nirmaann Serrene, Undri ",4,Unfurnished,Possession by Sep '19,Builder,Nirmaann Encon Developers,"Feb 27, '18", 63.3 Lac, 7200,New Property
329,935 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Nirmaann Estrellaa, Kondhwa ",,Unfurnished,Possession by Sep '19,Builder,Nirmaann Encon Developers,"Feb 27, '18", 66.9 Lac, 7156,New Property
330,847 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Nirmaann Serrene, Undri ",4,Unfurnished,Possession by Sep '19,Builder,Nirmaann Encon Developers,"Feb 27, '18", 61.2 Lac, 7227,New Property
331,843 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Nirmaann Serrene, Undri ",4,Unfurnished,Possession by Sep '19,Builder,Nirmaann Encon Developers,"Feb 27, '18", 61.2 Lac, 7260,New Property
332,916 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Nirmaann Estrellaa, Kondhwa ",,Unfurnished,Possession by Sep '19,Builder,Nirmaann Encon Developers,"Feb 27, '18", 65.6 Lac, 7159,New Property
333,1294 sqft,super area,1 Covered,"    3 BHK Apartment  for Sale in Nirmaann Serrene, Undri ",4,Unfurnished,Possession by Sep '19,Builder,Nirmaann Encon Developers,"Feb 27, '18", 90.8 Lac, 7015,New Property
334,884 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Nirmaann Serrene, Undri ",4,Unfurnished,Possession by Sep '19,Builder,Nirmaann Encon Developers,"Feb 27, '18", 65.2 Lac, 7376,New Property
335,1455 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Park Marina, Baner ",,Unfurnished,Ready to Move,Builder,Sujay Associates,"Feb 16, '18", 1.07 Cr, 7354,New Property
336,1410 sqft,super area,1 Covered,"    2 BHK Apartment  for Sale in Park Marina, Baner ",,Unfurnished,Ready to Move,Builder,Sujay Associates,"Feb 16, '18", 1.04 Cr, 7376,New Property
337,37 sqm,super area,,"    2 BHK Apartment  for Sale in Navyangan, Pirangut ",,Unfurnished,Possession by Apr '20,Builder,Calyx Merlin Buildcon,"Mar 01, '18", 28.2 Lac, 7080,New Property
338,37 sqm,super area,,"    2 BHK Apartment  for Sale in Navyangan, Pirangut ",,Unfurnished,Possession by Apr '20,Builder,Calyx Merlin Buildcon,"Mar 01, '18", 28.3 Lac, 7106,New Property
339,828 sqft,super area,1 Covered,"    3 BHK Apartment  for Sale in Avon Vista, Balewadi ",2 out of 21 floors,Unfurnished,Possession by Dec '20,Builder,Naiknavare Developers,"Feb 17, '18", 88.9 Lac, 10737,New Property
340,805 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Woodsville, Moshi ",2 out of 12 floors,Unfurnished,Possession by Jun '20,Builder,Pharande Spaces,"Mar 08, '18", 63.5 Lac,,New Property
341,1163 sqft,carpet area,1 Covered,"    3 BHK Apartment  for Sale in Woodsville, Moshi ",5 out of 12 floors,Unfurnished,Possession by Jun '20,Builder,Pharande Spaces,"Mar 08, '18", 90 Lac,,New Property
342,813 sqft,carpet area,1 Covered,"    2 BHK Apartment  for Sale in Urban Nest, Undri ",5 out of 11 floors,Unfurnished,Possession by Sep '19,Builder,VTP Realty,"Mar 01, '18", 61 Lac,,New Property
