,Area,Area Type,Car Parking,Flat Details,Floor Number,Furnished Status,Possession On,Posted By,Posted By Name,Posted Date,Price,Price/Sqft,Property Type
17002,727 sqft,carpet area,1 Covered,"    2 BHK Flat  , Wakad, Pimpri Chinchwad Pune ",7 out of 10 floors,Semi-Furnished,Possession by Dec '20,Certified Agent,4walls.com,"Mar 16, '18", 60.3 Lac,,New Property
17003,1150 sqft,super area,,"    2 BHK Flat  , F C Road Pune ",3 out of 3 floors,Semi-Furnished,Ready to Move,Agent,Deluxe Vastu,"Mar 06, '18", 90 Lac, 7826,Resale
17004,915 sqft,super area,1 Covered,"    2 BHK Flat  , Narhe Pune ",3 out of 6 floors,Semi-Furnished,Ready to Move,Owner,Swaroop Kapadi,"Dec 07, '17", 43 Lac, 4699,Resale
17005,1048 sqft,super area,,"    2 BHK Flat  for sale Madhusanchay Society, in Karvenagar Pune ",3 out of 5 floors,Unfurnished,Possession by Dec '18,Owner,Gautam Dhavale,"Mar 11, '18", 1.36 Cr, 12977,New Property
17006,700 sqft,carpet area,1 Covered,"    2 BHK Flat  , Wagholi Pune ",1 out of 4 floors,Unfurnished,Ready to Move,Owner,Bharat,"Mar 03, '18", 33.2 Lac,,New Property
17007,1060 sqft,super area,,"    2 BHK Flat  , Talegaon Dabhade Pune ",4 out of 4 floors,Unfurnished,Ready to Move,Owner,amol,"Feb 10, '18", 41 Lac, 3868,Resale
17008,1000 sqft,super area,1 Covered,"    2 BHK Flat  for sale Sundar Sankul, in North Hadapsar, Hadapsar Pune ",2 out of 7 floors,Furnished,Ready to Move,Certified Agent,Shiv Properties Pune,"Mar 16, '18", 65 Lac, 6500,Resale
17009,950 sqft,carpet area,1 Covered,"    2 BHK Flat  , Balewadi Pune ",8 out of 9 floors,Unfurnished,Ready to Move,Agent,Saykar Real Estate ,"Mar 16, '18", 71 Lac,,Resale
17010,900 sqft,carpet area,1 Covered,"    2 BHK Flat  , Balewadi Pune ",8 out of 9 floors,Unfurnished,Ready to Move,Agent,Saykar Real Estate ,"Mar 16, '18", 80 Lac,,Resale
17011,800 sqft,carpet area,1 Covered,"    2 BHK Flat  , Sinhagad Road Pune ",Ground out of 3 floors,Semi-Furnished,Ready to Move,Agent,A Square Real Estate,"Mar 07, '18", 63 Lac,,Resale
17012,900 sqft,carpet area,2 Covered,"    2 BHK Flat  , Sinhagad Road Pune ",4 out of 6 floors,Semi-Furnished,Ready to Move,Agent,A Square Real Estate,"Mar 07, '18", 75 Lac,,Resale
17013,950 sqft,carpet area,1 Open,"    2 BHK Flat  , Sinhagad Road Pune ",3 out of 11 floors,Unfurnished,Ready to Move,Agent,A Square Real Estate,"Mar 07, '18", 85 Lac,,Resale
17014,900 sqft,carpet area,1 Covered,"    2 BHK Flat  , Dahanukar Colony, Kothrud Pune ",2 out of 3 floors,Semi-Furnished,Ready to Move,Agent,A Square Real Estate,"Mar 07, '18", 75 Lac,,Resale
17015,700 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Anand Vihar Phase II, in Dhayari Phata Road Pune ",4 out of 4 floors,Semi-Furnished,Ready to Move,Agent,A Square Real Estate,"Mar 07, '18", 50 Lac,,Resale
17016,972 sqft,super area,1 Covered,"    2 BHK Flat  for sale Utsav Homes 3, in Bavdhan Pune ",4 out of 12 floors,Unfurnished,Possession by Dec '18,Certified Agent,Abode Search,"Mar 12, '18", 65 Lac,,New Property
17017,800 sqft,carpet area,,"    2 BHK Flat  , Sun City, Anand Nagar Pune ",7 out of 7 floors,Semi-Furnished,Ready to Move,Agent,A Square Real Estate,"Mar 07, '18", 72 Lac,,Resale
17018,715 sqft,carpet area,1 Covered,"    2 BHK Flat  , Wakad, Pimpri Chinchwad Pune ",5 out of 12 floors,Unfurnished,Ready to Move,Certified Agent,Abode Search,"Mar 12, '18", 60 Lac,,New Property
17019,1000 sqft,super area,1 Covered,"    2 BHK Flat  , Magarpatta City Pune ",8 out of 11 floors,Unfurnished,Ready to Move,Certified Agent,Shiv Properties Pune,"Mar 05, '18", 62 Lac, 6200,Resale
17020,761 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale SKYi Star Town, in Bhukum Pune ",3 out of 10 floors,Unfurnished,Possession by Dec '19,Certified Agent,Corazon Homes,"Mar 12, '18", 34 Lac,,New Property
17021,1290 sqft,super area,1 Covered,"    2 BHK Flat  , Wakad, Pimpri Chinchwad Pune ",6 out of 7 floors,Unfurnished,Ready to Move,Certified Agent,Fortune International Realty,"Feb 14, '18", 72 Lac, 5581,Resale
17022,650 sqft,carpet area,,"    2 BHK Flat  , Sinhagad Road Pune ",2 out of 4 floors,Semi-Furnished,Ready to Move,Agent,A Square Real Estate,"Mar 07, '18", 33 Lac,,Resale
17023,800 sqft,carpet area,1 Covered,"    2 BHK Flat  , Kharadi Pune ",9 out of 9 floors,Furnished,Ready to Move,Certified Agent,Raviraj Realtors,"Feb 21, '18", 72 Lac,,Resale
17024,1550 sqft,super area,1 Covered,"    2 BHK Flat  , Keshav Nagar, Mundhwa Pune ",12 out of 12 floors,Unfurnished,Ready to Move,Certified Agent,Shiv Properties Pune,"Feb 20, '18", 65 Lac, 4194,Resale
17025,820 sqft,carpet area,1 Covered,"    2 BHK Flat  , NIBM Road Pune ",3 out of 9 floors,Unfurnished,Ready to Move,Agent,Lavish Homes,"Mar 16, '18", 65 Lac,,Resale
17026,733 sqft,carpet area,1 Covered,"    2 BHK Flat  , Kharadi Pune ",4 out of 6 floors,Semi-Furnished,Possession by Jun '18,Certified Agent,Raviraj Realtors,"Feb 20, '18", 55 Lac,,New Property
17027,990 sqft,super area,1 Covered,"    2 BHK Flat  , Balewadi Pune ",3 out of 15 floors,Unfurnished,Possession by Oct '18,Certified Agent,Abode Search,"Mar 14, '18", 92 Lac, 9293,New Property
17028,814 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Golecha Ethos, in Wakad, Pimpri Chinchwad Pune ",7 out of 12 floors,Unfurnished,Ready to Move,Certified Agent,Corazon Homes,"Feb 20, '18", 65 Lac,,New Property
17029,1100 sqft,super area,,"    2 BHK Flat  for sale Green Woods, in Wanwadi Pune ",4 out of 8 floors,Unfurnished,Ready to Move,Certified Agent,MULTIBHK,"Mar 01, '18", 76.5 Lac, 6955,Resale
17030,1100 sqft,carpet area,,"    2 BHK Flat  , Kaspate Vasti, Pimpri Chinchwad Pune ",3 out of 12 floors,Semi-Furnished,Ready to Move,Agent,Castle Realties,"Jan 31, '18", 70 Lac,,Resale
17031,730 sqft,carpet area,1 Covered,"    2 BHK Flat  , Kharadi Pune ",1 out of 6 floors,Semi-Furnished,Ready to Move,Certified Agent,Raviraj Realtors,"Feb 21, '18", 50.5 Lac,,New Property
17032,1000 sqft,super area,1 Covered,"    2 BHK Flat  , Keshav Nagar-Hadapsar, Hadapsar Pune ",8 out of 11 floors,Unfurnished,Ready to Move,Certified Agent,Shiv Properties Pune,"Jan 30, '18", 62 Lac, 6200,Resale
17033,750 sqft,carpet area,,"    2 BHK Flat  , Wagholi Pune ",1 out of 3 floors,Unfurnished,Ready to Move,Agent,Clisaco First Realty,"Mar 05, '18", 35 Lac,,New Property
17034,1000 sqft,carpet area,1 Open,"    2 BHK Flat  , Camp Pune ",2 out of 4 floors,Unfurnished,Ready to Move,Agent,Pandit Properties,"Feb 03, '18", 1 Cr,,Resale
17035,682 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Mahesh Crystal Avenue Phase I, in Baner Pune ",5 out of 5 floors,Unfurnished,Ready to Move,Certified Agent,Prime Home Real Estate,"Feb 13, '18", 77.1 Lac,,Resale
17036,1050 sqft,carpet area,,"    2 BHK Flat  for sale Kumar Presidency, in Koregaon Park Pune ",5 out of 8 floors,Furnished,Ready to Move,Agent,PROPERTY PLAN IT,"Feb 28, '18", 1.35 Cr,,Resale
17037,875 sqft,super area,,"    2 BHK Flat  , NIBM Road Pune ",2 out of 4 floors,Unfurnished,Ready to Move,Certified Agent,MULTIBHK,"Feb 26, '18", 60 Lac, 6857,Resale
17038,625 sqft,carpet area,1 Open,"    2 BHK Flat  , Kondhwa Pune ",6 out of 12 floors,Unfurnished,Ready to Move,Certified Agent,R Properties,"Mar 03, '18", 55 Lac,,Resale
17039,1000 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Paranjape Yuthika, in Veerbhadra Nagar, Baner Pune ",4 out of 12 floors,Unfurnished,Ready to Move,Certified Agent,Prime Home Real Estate,"Jan 30, '18", 90 Lac,,Resale
17040,1050 sqft,carpet area,1 Covered,"    2 BHK Flat  , B.T Kawade Road Pune ",2 out of 7 floors,Unfurnished,Ready to Move,Agent,Pandit Properties,"Feb 03, '18", 65 Lac,,Resale
17041,900 sqft,super area,1 Covered,"    2 BHK Flat  for sale Shiv Unnati Residency, in Hadapsar Pune ",7 out of 7 floors,Semi-Furnished,Ready to Move,Certified Agent,Shiv Properties Pune,"Jan 20, '18", 43 Lac, 4778,Resale
17042,805 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale SKYi Star Towers, in Bhugaon, Bavdhan Pune ",3 out of 12 floors,Semi-Furnished,Possession by Aug '18,Certified Agent,Corazon Homes,"Feb 01, '18", 50 Lac,,New Property
17043,1050 sqft,carpet area,1 Open,"    2 BHK Flat  , NIBM Annexe Pune ",5 out of 18 floors,Unfurnished,Ready to Move,Certified Agent,R Properties,"Feb 27, '18", 90 Cr,,Resale
17044,700 sqft,carpet area,,"    2 BHK Flat  , Kalubai Nagar, Wagholi Pune ",2 out of 4 floors,Unfurnished,Ready to Move,Agent,Clisaco First Realty,"Feb 23, '18", 35 Lac,,New Property
17045,750 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Vilas Yashone, in Pirangut Pune ",5 out of 11 floors,Unfurnished,Possession by Dec '20,Certified Agent,Corazon Homes,"Feb 01, '18", 35 Lac,,New Property
17046,800 sqft,carpet area,1 Open,"    2 BHK Flat  for sale Nirmiti Horizon, in Aundh Pune ",7 out of 7 floors,Unfurnished,Ready to Move,Certified Agent,Prime Home Real Estate,"Feb 04, '18", 75 Lac,,Resale
17047,1000 sqft,carpet area,1 Covered,"    2 BHK Flat  , Kharadi Pune ",5 out of 9 floors,Unfurnished,Ready to Move,Agent,Pandit Properties,"Mar 16, '18", 55 Lac,,Resale
17048,831 sqft,super area,,"    2 BHK Flat  , NIBM Road Pune ",2 out of 7 floors,Unfurnished,Ready to Move,Owner,Punit shrimal Punit Shrimal,"Mar 03, '18", 47 Lac, 5656,Resale
17049,813 sqft,carpet area,1 Covered,"    2 BHK Flat  , Baner Pune ",11 out of 11 floors,Unfurnished,Ready to Move,Certified Agent,Prime Home Real Estate,"Feb 13, '18", 90 Lac,,Resale
17050,559 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale SKYi Star Towers, in Bhugaon, Bavdhan Pune ",2 out of 8 floors,Unfurnished,Possession by Aug '18,Certified Agent,Corazon Homes,"Feb 01, '18", 30 Lac,,New Property
17051,900 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Goyal Classics, in Vishrantwadi, Airport Road Pune ",1 out of 3 floors,Unfurnished,Ready to Move,Certified Agent,Shree Properties,"Feb 09, '18", 40 Lac,,Resale
17052,889 sqft,carpet area,1 Covered,"    2 BHK Flat  , Hinjewadi Rajiv Gandhi Infotech Park, Hinjawadi Pune ",5 out of 11 floors,Unfurnished,Possession by Dec '20,Certified Agent,Prime Home Real Estate,"Feb 08, '18", 76.8 Lac,,New Property
17053,1100 sqft,super area,,"    2 BHK Flat  for sale Pristine Prolife I, in Wakad, Pimpri Chinchwad Pune ",1 out of 12 floors,Unfurnished,Ready to Move,Certified Agent,Nestor Properties,"Jan 30, '18", 76 Lac, 6909,Resale
17054,551 sqft,carpet area,1 Covered,"    2 BHK Flat  , Bhugaon, Bavdhan Pune ",4 out of 9 floors,Unfurnished,Possession by Dec '19,Certified Agent,Prime Home Real Estate,"Feb 04, '18", 34 Lac,,New Property
17055,1050 sqft,carpet area,1 Covered,"    2 BHK Flat  , Aundh Pune ",7 out of 10 floors,Unfurnished,Ready to Move,Certified Agent,Prime Home Real Estate,"Jan 30, '18", 85 Lac,,Resale
17056,1149 sqft,carpet area,1 Covered,"    2 BHK Flat  , Hinjewadi Rajiv Gandhi Infotech Park, Hinjawadi Pune ",1 out of 11 floors,Unfurnished,Possession by Dec '20,Certified Agent,Prime Home Real Estate,"Feb 08, '18", 76.8 Lac,,New Property
17057,800 sqft,carpet area,,"    2 BHK Flat  , Undri Pune ",3 out of 13 floors,Unfurnished,Possession by Dec '18,Certified Agent,R Properties,"Feb 27, '18", 55 Lac,,New Property
17058,980 sqft,super area,,"    2 BHK Flat  for sale Natasha Enclave, in Kondhwa Pune ",3 out of 5 floors,Furnished,Ready to Move,Certified Agent,R Properties,"Feb 13, '18", 65 Lac, 6633,Resale
17059,889 sqft,carpet area,1 Covered,"    2 BHK Flat  , Hinjewadi Rajiv Gandhi Infotech Park, Hinjawadi Pune ",3 out of 11 floors,Unfurnished,Possession by Dec '20,Certified Agent,Prime Home Real Estate,"Feb 08, '18", 69.8 Lac,,New Property
17060,1030 sqft,carpet area,,"    2 BHK Flat  , NIBM Annexe Pune ",5 out of 18 floors,Unfurnished,Ready to Move,Certified Agent,R Properties,"Feb 27, '18", 90 Lac,,Resale
17061,950 sqft,super area,1 Covered,"    2 BHK Flat  for sale Ujwal Park Apartments, in NIBM Road Pune ",1 out of 5 floors,Unfurnished,Ready to Move,Agent,Lavish Homes,"Mar 16, '18", 52 Lac, 5474,Resale
17062,1150 sqft,super area,1 Covered,"    2 BHK Flat  for sale Utopia CHS, in Wanawari Pune ",1 out of 11 floors,Unfurnished,Ready to Move,Agent,Lavish Homes,"Mar 12, '18", 95 Lac, 8261,Resale
17063,1000 sqft,super area,1 Covered,"    2 BHK Flat  for sale Kumar Pragati, in NIBM Road Pune ",4 out of 11 floors,Unfurnished,Ready to Move,Agent,Lavish Homes,"Feb 28, '18", 65 Lac, 6500,Resale
17064,1150 sqft,super area,1 Covered,"    2 BHK Flat  for sale Utopia CHS, in Wanawari Pune ",1 out of 11 floors,Unfurnished,Ready to Move,Agent,Lavish Homes,"Feb 26, '18", 95 Lac, 8261,Resale
17065,979 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Nancy Gardens, in NIBM Road Pune ",5 out of 7 floors,Unfurnished,Ready to Move,Agent,Lavish Homes,"Feb 22, '18", 55 Lac,,Resale
17066,1250 sqft,super area,1 Covered,"    2 BHK Flat  , Lulla Nagar Pune ",2 out of 3 floors,Unfurnished,Ready to Move,Agent,Lavish Homes,"Feb 05, '18", 75 Lac, 6000,Resale
17067,1100 sqft,super area,2 Covered,"    2 BHK Flat  , Fatima Nagar, Wanawari Pune ",1 out of 9 floors,Semi-Furnished,Ready to Move,Agent,Lavish Homes,"Feb 15, '18", 83 Lac, 7545,Resale
17068,1250 sqft,super area,1 Covered,"    2 BHK Flat  , NIBM Road Pune ",9 out of 12 floors,Unfurnished,Ready to Move,Agent,Lavish Homes,"Feb 16, '18", 67 Lac, 5360,Resale
17069,1050 sqft,super area,1 Open,"    2 BHK Flat  for sale Oxford Premium, in Wanawari Pune ",2 out of 9 floors,Furnished,Ready to Move,Agent,Lavish Homes,"Jan 25, '18", 85 Lac, 8095,Resale
17070,920 sqft,super area,,"    2 BHK Flat  for sale Oxford Comforts, in Wanawari Pune ",4 out of 6 floors,Unfurnished,Ready to Move,Agent,Lavish Homes,"Feb 05, '18", 62 Lac, 6739,Resale
17071,700 sqft,carpet area,1 Covered,"    2 BHK Flat  , Hadapsar Pune ",5 out of 7 floors,Unfurnished,Ready to Move,Certified Agent,Smart Deal Real Estate,"Jan 13, '18", 60 Lac,,Resale
17072,700 sqft,carpet area,1 Covered,"    2 BHK Flat  , Hadapsar Pune ",4 out of 7 floors,Semi-Furnished,Ready to Move,Certified Agent,Smart Deal Real Estate,"Jan 15, '18", 65 Lac,,Resale
17073,1080 sqft,super area,1 Covered,"    2 BHK Flat  for sale Alcon Acacia, in Kondhwa Pune ",3 out of 7 floors,Unfurnished,Ready to Move,Agent,Lavish Homes,"Jan 17, '18", 65 Lac, 6019,Resale
17074,700 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Madhav Baug Project, in Hadapsar Pune ",3 out of 4 floors,Unfurnished,Ready to Move,Certified Agent,Smart Deal Real Estate,"Jan 16, '18", 60 Lac,,Resale
17075,720 sqft,super area,,"    2 BHK Flat  , Warje Pune ",3 out of 3 floors,Semi-Furnished,Ready to Move,Owner,Onyx Consultancy Services,"Feb 25, '18", 45 Lac, 6250,Resale
17076,830 sqft,carpet area,1 Covered,"    2 BHK Flat  , Kothrud Pune ",2 out of 3 floors,Semi-Furnished,Ready to Move,Owner,Maithili Maithili,"Nov 27, '17", 1.20 Cr,,Resale
17077,1650 sqft,carpet area,,"    2 BHK Flat  , Kondhwa Pune ",3 out of 5 floors,Unfurnished,Ready to Move,Owner,Ravi Iyer,"Feb 13, '18", 55 Lac,,Resale
17078,640 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale Vision Indramegh, in Punawale, Pimpri Chinchwad Pune ",5 out of 10 floors,Unfurnished,Possession by Dec '19,Certified Agent,High Rise Real Estate,"Mar 14, '18", 47 Lac,,New Property
17079,634 sqft,super area,2 Covered,"    2 BHK Flat  , Gahunje Pune ",3 out of 12 floors,Unfurnished,Possession by Dec '19,Certified Agent,Sunrise Homes,"Mar 14, '18", 27 Lac,,New Property
17080,1160 sqft,super area,,"    2 BHK Flat  , Bavdhan Pune ",7 out of 7 floors,Unfurnished,Ready to Move,Owner,Ashwini,"Jan 20, '18", 72.6 Lac, 6254,Resale
17081,890 sqft,carpet area,"1 Covered, 1 Open","    2 BHK Flat  , Hinjewadi Pune ",7 out of 11 floors,Unfurnished,Possession by Mar '20,Certified Agent,Ambitus Realtors & Advisors Pvt. Ltd.,"Mar 15, '18", 65 Lac,,New Property
17082,637 sqft,carpet area,1 Covered,"    2 BHK Flat  , Bakhori Pune ",Lower Basement out of 4 floors,Unfurnished,Possession by Dec '18,Certified Agent,Nautiyal Reality,"Mar 14, '18", 35.5 Lac,,New Property
17083,552 sqft,carpet area,1 Covered,"    2 BHK Flat  for sale SKYi Star Town, in Bhukum Pune ",4 out of 11 floors,Unfurnished,Possession by Dec '19,Certified Agent,Pentral Properties,"Mar 13, '18", 34 Lac,,New Property
17084,795 sqft,carpet area,1 Covered,"    2 BHK Flat  , Bavdhan Pune ",7 out of 12 floors,Unfurnished,Possession by Dec '18,Certified Agent,Purple Realtors,"Mar 16, '18", 71.5 Lac,,New Property
17085,751 sqft,carpet area,1 Covered,"    2 BHK Flat  , Hinjewadi Pune ",8 out of 12 floors,Unfurnished,Possession by Dec '18,Certified Agent,Purple Realtors,"Mar 16, '18", 65 Lac,,New Property
17086,740 sqft,carpet area,1 Covered,"    2 BHK Flat  , Hinjewadi Pune ",5 out of 11 floors,Unfurnished,Possession by Dec '18,Certified Agent,Purple Realtors,"Mar 15, '18", 60 Lac,,New Property
17087,748 sqft,carpet area,1 Covered,"    2 BHK Flat  , Balewadi Pune ",5 out of 12 floors,Unfurnished,Possession by Dec '18,Certified Agent,Purple Realtors,"Mar 14, '18", 70 Lac,,New Property
17088,840 sqft,carpet area,1 Covered,"    2 BHK Flat  , Undri Pune ",7 out of 11 floors,Unfurnished,Possession by Apr '18,Certified Agent,Roofrangers Realtors & Marketing Consultants,"Mar 13, '18", 45 Lac,,Resale
17089,646 sqft,carpet area,1 Covered,"    2 BHK Flat  , Mahalunge Pune ",3 out of 9 floors,Unfurnished,Possession by Dec '18,Certified Agent,Fourth Dimension Group,"Mar 13, '18", 47 Lac,,New Property
17090,1265 sqft,super area,1 Covered,"    2 BHK Flat  , NIBM Road Pune ",5 out of 12 floors,Semi-Furnished,Ready to Move,Owner,Samina,"Mar 12, '18", 1.15 Cr, 9091,Resale
17091,1400 sqft,super area,1 Covered,"    2 BHK Flat  , Baner Pune ",12 out of 12 floors,Semi-Furnished,Ready to Move,Owner,Prashant,"Mar 03, '18", 1.10 Cr, 7857,Resale
17092,1050 sqft,super area,,"    2 BHK Flat  for sale Atul Avenue, in Warje Pune ",8 out of 9 floors,Furnished,Ready to Move,Owner,Vijay Angadi,"Mar 03, '18", 60 Lac, 5714,Resale
17093,850 sqft,super area,,"    2 BHK Flat  for sale Neco Gardens, in Viman Nagar Pune ",6 out of 6 floors,Semi-Furnished,Ready to Move,Owner,Aditya Ranade,"Feb 13, '18", 80 Lac, 9412,Resale
17094,1080 sqft,super area,1 Covered,"    2 BHK Flat  , Amanora Park Town Pune ",17 out of 22 floors,Semi-Furnished,Ready to Move,Owner,Pushpak Bandamwar,"Feb 02, '18", 1.01 Cr, 9352,Resale
17095,78 sqm,super area,,"    2 BHK Flat  , B.T Kawade Road Pune ",3 out of 6 floors,Unfurnished,Ready to Move,Owner,Ravindra Salunke,"Mar 09, '18", 57 Lac, 6789,Resale
17096,810 sqft,super area,1 Covered,"    2 BHK Flat  , Viman Nagar Pune ",2 out of 4 floors,Unfurnished,Ready to Move,Owner,satyadeep,"Nov 24, '17", 68 Lac, 8395,Resale
17097,995 sqft,carpet area,,"    2 BHK Flat  for sale M Vijay Spring Bloom, in Ghorpadi Pune ",4 out of 9 floors,Unfurnished,Ready to Move,Owner,Ajay Raut,"Feb 12, '18", 71 Lac,,New Property
17098,1120 sqft,super area,"1 Covered, 1 Open","    2 BHK Flat  , Wakad, Pimpri Chinchwad Pune ",,Unfurnished,Ready to Move,Owner,DILIP Dilip,"Jan 18, '18", 66 Lac, 5893,Resale
17099,835 sqft,super area,1 Covered,"    2 BHK Flat  , Magarpatta City Pune ",Ground,Unfurnished,Ready to Move,Owner,VIJAI KUMAR SHUKLA,"Jan 24, '18", 77 Lac, 9222,Resale
17100,850 sqft,super area,1 Covered,"    2 BHK Flat  , Viman Nagar Pune ",6 out of 6 floors,Semi-Furnished,Ready to Move,Owner,Aditya Ranade,"Dec 13, '17", 80 Lac, 9412,Resale
17101,950 sqft,super area,1 Open,"    2 BHK Flat  , Kheshe park, Lohegaon Pune ",2 out of 8 floors,Semi-Furnished,2 out of 8 floors,Owner,Meena Mishra,"Nov 18, '17", 50 Lac, 5263,Resale
17102,1100 sqft,super area,,"    2 BHK Flat  , Pimple Saudagar, Pimpri Chinchwad Pune ",6 out of 6 floors,Semi-Furnished,6 out of 6 floors,Owner,Piyush,"Dec 11, '17", 70 Lac, 6364,Resale
17103,751 sqft,carpet area,1 Covered,"    2 BHK Flat  , Balewadi Pune ",6 out of 12 floors,Unfurnished,Possession by Dec '18,Certified Agent,Purple Realty,"Mar 14, '18", 70 Lac,,New Property
17104,700 sqft,carpet area,1 Covered,"    2 BHK Flat  , Bavdhan Pune ",8 out of 12 floors,Unfurnished,Possession by Dec '18,Certified Agent,Purple Realty,"Mar 16, '18", 72 Lac,,New Property
17105,1036 sqft,carpet area,1 Covered,"    2 BHK Flat  , Hinjewadi Pune ",8 out of 12 floors,Unfurnished,Possession by Dec '18,Certified Agent,Purple Realty,"Mar 16, '18", 1 Cr,,New Property
17106,680 sqft,super area,"1 Covered, 1 Open","    2 BHK Flat  , Keshav Nagar, Mundhwa Pune ",1 out of 5 floors,Unfurnished,Possession by Aug '18,Agent,Dream Homes & Properties,"Feb 18, '18", 23 Lac, 3382,New Property
17107,600 sqft,carpet area,,"    2 BHK Flat  , Punawale, Pimpri Chinchwad Pune ",4 out of 4 floors,Unfurnished,Ready to Move,Owner,Umesh Kshirsagar,"Feb 21, '18", 45 Lac,,Resale
17108,650 sqft,carpet area,1 Covered,"    2 BHK Flat  , Pune ",2 out of 6 floors,Semi-Furnished,Ready to Move,Owner,Prashant,"Feb 04, '18", 38 Lac,,Resale
17109,900 sqft,super area,"1 Covered, 1 Open","    2 BHK Flat  for sale Kudale Patil Township, in Wadgaon Budruk, Narhe Pune ",1 out of 4 floors,Furnished,Ready to Move,Owner,mrs ja khan,"Feb 06, '18", 55 Lac, 6111,Resale
17110,1085 sqft,super area,1 Covered,"    2 BHK Flat  , Wagholi Nagar Road Pune ",8 out of 12 floors,Furnished,Ready to Move,Owner,Deepak Kumar,"Feb 11, '18", 58 Lac, 5346,Resale
17111,650 sqft,carpet area,,"    2 BHK Flat  for sale Gandham Nagar Phase 3, in Vishrantwadi, Airport Road Pune ",3 out of 3 floors,Semi-Furnished,Ready to Move,Owner,swati salla,"Feb 04, '18", 48 Lac,,Resale
17112,1200 sqft,super area,,"    2 BHK Flat  , Manjri Budruk Pune ",3 out of 12 floors,Unfurnished,Ready to Move,Owner,Chetan,"Feb 21, '18", 55 Lac, 4583,Resale
17113,858 sqft,carpet area,,"    2 BHK Flat  , Vidyanagar, Dhanori Pune ",1 out of 4 floors,Furnished,Ready to Move,Owner,Chandan Katariya,"Feb 11, '18", 68 Lac,,Resale
17114,1000 sqft,super area,1 Open,"    2 BHK Flat  , Pune ",2 out of 6 floors,Unfurnished,Ready to Move,Owner,Rajendra naik,"Feb 05, '18", 60 Lac, 6000,Resale
17115,1000 sqft,carpet area,1 Covered,"    2 BHK Flat  , Pune ",2 out of 4 floors,Unfurnished,Ready to Move,Owner,Gurjar,"Feb 05, '18", 1.10 Cr,,Resale
17116,831 sqft,super area,,"    2 BHK Flat  , Kondhawe-Dhawade Pune ",Upper Basement out of 12 floors,Unfurnished,Ready to Move,Owner,Rohit gupta,"Feb 23, '18", 39 Lac, 4693,New Property
17117,700 sqft,carpet area,1 Covered,"    2 BHK Flat  , Pune ",6 out of 9 floors,Semi-Furnished,Ready to Move,Owner,vandana kumar,"Dec 03, '17", 32 Lac,,New Property
17118,910 sqft,carpet area,2 Covered,"    2 BHK Flat  , Aundh Pune ",5 out of 8 floors,Semi-Furnished,Ready to Move,Owner,Ashish Jain,"Jan 19, '18", 95 Lac,,Resale
17119,1015 sqft,super area,,"    2 BHK Flat  , Baner Pune ",9 out of 11 floors,Unfurnished,Ready to Move,Owner,Sarvesh,"Mar 01, '18", 70 Lac, 6897,Resale
17120,1235 sqft,super area,1 Covered,"    2 BHK Flat  , Pune ",Ground out of 3 floors,Unfurnished,Ready to Move,Owner,Vij,"Jan 29, '18", 70 Lac, 5668,Resale
17121,721 sqft,carpet area,,"    2 BHK Flat  , Kolhewadi, Khadakwasla Pune ",2 out of 4 floors,Unfurnished,Ready to Move,Owner,Pralay Jha 8657080190,"Mar 07, '18", 30 Lac,,Resale
17122,1100 sqft,super area,"4 Covered, 1 Open","    2 BHK Flat  , Dhayari Pune ",2 out of 4 floors,Semi-Furnished,Ready to Move,Owner,Bharat,"Feb 10, '18", 61 Lac, 5545,Resale
17123,800 sqft,super area,1 Covered,"    2 BHK Flat  , Pune ",3 out of 6 floors,Unfurnished,Ready to Move,Owner,Kapil,"Mar 10, '18", 60 Lac, 7500,Resale
17124,894 sqft,super area,1 Covered,"    2 BHK Flat  , Moshi Pune ",5 out of 7 floors,Semi-Furnished,Ready to Move,Owner,Bipul Paul,"Dec 24, '17", 40 Lac, 4474,Resale
17125,800 sqft,carpet area,1 Covered,"    2 BHK Flat  , Pune ",1 out of 3 floors,Semi-Furnished,Ready to Move,Owner,Amrit,"Jan 07, '18", 60 Lac,,Resale
17126,417 sqft,super area,1 Covered,"    2 BHK Flat  , Hinjewadi Pune ",4 out of 7 floors,Unfurnished,Ready to Move,Owner,Aniruddha Joshi,"Feb 14, '18", 35 Lac, 8393,New Property
17127,820 sqft,super area,,"    2 BHK Flat  , Narhe Pune ",1 out of 4 floors,Unfurnished,Ready to Move,Owner,vaibhav kange,"Feb 27, '18", 41 Lac, 5000,Resale
