,BSE Buy QTY,BSE Open,BSE Prev Close,BSE Price,BSE Sell QTY,BSE Vol,BSE Vol 10,BSE Vol 30,BSE Vol 5,NSE Open,NSE Prev Close,NSE Price,NSE Vol,NSE Vol 10,NSE Vol 30,NSE Vol 5,Senti Buy,Senti Hold,Senti Recommend,Senti Sell,Stock Name,Stock Sector
6770,,,,,,,,,,,,,,,,,,,,,Solarson Industries Ltd.,MISCELLANEOUS
6771,,,,,,,,,,,,,,,,,100%,,,,Solectron EMS India Ltd.,ELECTRICALS
6772,4000,0.39,0.39,0.39,-,"1,000","1,635","3,844","1,700",,,,,,,,,,,,Solid Carbide Tools Ltd.,MACHINE TOOLS
6773,,,,,,,,,,,,,,,,,,,,,Solid Containers Ltd.,PAPER
6774,-,74.50,74.95,74.50,60,13,361,932,314,,,,,,,,,,,,Solid Stone Company Ltd.,CERAMICS & GRANITE
6775,,,,,,,,,,,,,,,,,,,,,Solidaire India Ltd.,CONSUMER GOODS - ELECTRONIC
6776,20.98 K,0.42,0.40,0.41,-,"8,333","20,457","8,826","9,315",,,,,,,,100%,,,,Solis Marketing Ltd.,TRADING
6777,,,,,,,,,,,,,,,,,,,,,Solitaire Investments Ltd.,FINANCE - INVESTMENTS
6778,875,54.05,58.00,56.50,1779,"5,631","7,037","7,898","7,160",,,,,,,,100%,,,,Solitaire Machine Tools Ltd.,MACHINE TOOLS
6779,,,,,,,,,,,,,,,,,,,,,Solvay Pharma India Ltd.,PHARMACEUTICALS
6780,3000,7.01,6.68,7.01,-,"3,750","3,442","1,510","6,120",,,,,,,,100%,,,,Som Datt Finance Corp Ltd.,FINANCE - LEASING & HIRE PURCHASE
6781,8150,268.65,264.30,273.75,4426,"88,202","293,224","150,887","251,435",265.00,263.80,273.05,"533,060","1,433,817","671,711","1,088,770",80%,,,20%,Som Distilleries and Breweries Ltd.,BREWERIES & DISTILLERIES
6782,,,,,,,,,,,,,,,,,,,,,Som Phytopharma (India) Ltd.,PESTICIDES & AGRO CHEMICALS
6783,,,,,,,,,,,,,,,,,,,,,Soma Papers and Industries Ltd.,PAPER
6784,792,15.30,15.45,14.95,1096,"20,130","17,132","23,288","18,090",15.50,15.45,15.05,"27,681","30,400","37,302","36,647",100%,,,,Soma Textiles and Industries Ltd.,TEXTILES - COMPOSITE MILLS
6785,,,,,,,,,,,,,,,,,,,,,Somaiya Organics (India ) Ltd.,CHEMICALS
6786,,,,,,,,,,,,,,,,,100%,,,100%,Somani Cements Ltd.,CEMENT - MINI
6787,,,,,,,,,,,,,,,,,,,,,Somani Iron and Steel Ltd.,STEEL - MEDIUM & SMALL
6788,,,,,,,,,,,,,,,,,,,,,Somani Strips Ltd.,STEEL - MEDIUM & SMALL
6789,,,,,,,,,,,,,,,,,,,,,Somani Swiss Industries Ltd.,TEXTILES - MANMADE
6790,787,867.30,858.05,845.10,662,"1,241","3,355","2,073","6,163",865.00,860.95,846.80,"34,089","16,054","13,724","14,844",67%,,,33%,Somany Ceramics Ltd.,CERAMICS & GRANITE
6791,,,,,,,,,,,,,,,,,,,,,Someshwara Cements & Chemicals Ltd.,MISCELLANEOUS
6792,2321,69.70,69.45,68.15,910,"18,000","14,104","29,405","7,017",69.75,69.95,69.55,"19,067","41,324","76,094","19,771",100%,,,,Somi Conveyor Beltings Ltd.,RUBBER
6793,,,,,,,,,,,,,,,,,,,,,Somkan Marine Foods Ltd.,AQUACULTURE
6794,,,,,,,,,,,,,,,,,,,,,Somplast Leasing Ltd.,LEATHER PRODUCTS
6795,8389,104.00,104.05,107.10,9825,"36,932","78,851","59,423","57,429",105.40,104.55,107.00,"76,387","238,835","218,832","147,504",100%,,,,Sona Koyo Steering Systems Ltd.,AUTO ANCILLARIES
6796,1200,6.97,6.64,6.97,-,"1,850","1,985","1,083","3,066",,,,,,,,,,,,Sonal Adhesives Ltd.,PLASTICS
6797,,,,,,,,,,,,,,,,,,,,,Sonal Cosmetics (Exports) Ltd.,PERSONAL CARE
6798,,,,,,,,,,,,,,,,,,,,,Sonal International Ltd.,MISCELLANEOUS
6799,100,12.55,12.55,12.55,-,120,112,"1,173",71,,,,,,,,100%,,,,Sonal Mercantile Ltd.,FINANCE - INVESTMENTS
6800,,,,,,,,,,,,,,,,,,,,,Sonal Sil Chem Ltd.,CHEMICALS
6801,,,,,,,,,,,,,,,,,,,,,Sonal Cosmetics Ltd.,PERSONAL CARE
6802,9994,305.00,305.25,311.00,2627,"155,088","126,496","92,822","109,947",304.80,303.80,311.30,"570,602","676,093","476,648","596,269",91%,,,9%,Sonata Software Ltd.,COMPUTERS - SOFTWARE MEDIUM & SMALL
6803,,,,,,,,,,,,,,,,,,,,,Sonell Clocks and Gifts Ltd.,MISCELLANEOUS
6804,-,35.20,35.20,35.20,149,1,437,650,468,,,,,,,,100%,,,,Soni Medicare Ltd.,MISCELLANEOUS
6805,,,,,,,,,,,,,,,,,,,,,Sonu Synthetics Ltd.,TEXTILES - SPINNING - SYNTHETIC BLENDED
6806,,,,,,,,,,,,,,,,,,,,,,
6807,33.42 K,203.00,194.00,203.70,-,"15,293","35,933","41,125","38,209",193.95,193.95,203.60,"43,614","151,963","148,740","181,684",78%,,,22%,SORIL Holdings and Ventures Ltd.,MISCELLANEOUS
6808,1063,270.00,270.50,286.60,1760,"84,088","66,661","86,755","66,937",270.45,270.35,286.00,"361,484","253,338","352,184","243,871",83%,,,17%,Soril Infra Resources Ltd.,TEXTILES - READYMADE APPARELS
6809,,,,,,,,,,,,,,,,,,,,,Soundcraft Industries. Ltd.,TRADING
6810,,,,,,,,,,,,,,,,,,,,,Source Financial Services Ltd.,FINANCE - LEASING & HIRE PURCHASE
6811,5358,1.10,1.10,1.10,-,100,159,202,207,,,,,,,,,,,,Source Industries (India) Ltd.,TEXTILES - SPINNING - SYNTHETIC BLENDED
6812,3420,112.85,110.65,112.85,-,1,"3,154","1,478",696,,,,,,,,100%,,,,Source Natural Foods and Herbal Supplements Ltd.,PHARMACEUTICALS
6813,907,153.00,153.00,159.00,6325,"9,836","18,903","25,348","21,076",,,,,,,,100%,,,,South India Paper Mills Ltd.,PAPER
6814,350,7.39,7.05,7.05,850,"1,750","1,098",796,940,,,,,,,,,,,,South Asian Entertrainment Ltd.,MISCELLANEOUS
6815,,,,,,,,,,,,,,,,,,,,,South Asian Financial Exchange Ltd.,FINANCE - LEASING & HIRE PURCHASE
6816,,,,,,,,,,,,,,,,,,,,,South Asian Mushroom Ltd.,FOOD PROCESSING
6817,,,,,,,,,,,,,,,,,,,,,South East Agro Industries Ltd.,EDIBLE OILS & SOLVENT EXTRACTION
6818,81.06 K,32.30,32.20,32.20,1.43 L,"1,042,967","2,355,208","1,531,861","1,490,933",32.10,32.25,32.20,"8,732,068","20,206,961","13,195,459","11,529,214",76%,8%,76% buying,16%,South Indian Bank Ltd.,BANKS - PRIVATE SECTOR
6819,605,248.20,248.40,248.50,4524,"1,645","1,840","2,097","1,663",,,,,,,,,,,,South India Projects Ltd.,FINANCE - GENERAL
6820,-,11.55,11.55,11.55,821,200,141,136,104,,,,,,,,100%,,,,Southern Latex Ltd.,TEXTILES - GENERAL
6821,,,,,,,,,,,,,,,,,,,,,South Pole Securities Ltd.,FINANCE - LEASING & HIRE PURCHASE
6822,1510,4.68,4.46,4.57,1203,"25,714","232,225","99,032","98,972",,,,,,,,50%,,,50%,Southern Online Bio Technologies Ltd.,MISCELLANEOUS
6823,,,,,,,,,,,,,,,,,,,,,Southern Fuels Ltd.,MINING & MINERALS
6824,,,,,,,,,,,,,,,,,,,,,Southern Gas Ltd.,CHEMICALS
6825,,,,,,,,,,,,,,,,,,,,,Southern Green Fields Ltd.,MISCELLANEOUS
6826,,,,,,,,,,,,,,,,,100%,,,100%,Southern Herbals Ltd.,PHARMACEUTICALS
6827,-,11.58,11.58,11.58,623,200,53,111,61,,,,,,,,,,,,Southern Infosys Ltd.,COMPUTERS - SOFTWARE
6828,,,,,,,,,,,,,,,,,100%,,,100%,Southern Iron and Steel Ltd.,STEEL - PIG IRON
6829,,,,,,,,,,,,,,,,,,,,,Southern Ispat and Energy Ltd.,STEEL - ROLLING
6830,300,34.00,34.00,34.00,400,900,760,"1,490",620,,,,,,,,,,,,Southern Magnesium and Chemicals Ltd.,METALS - NON FERROUS
6831,,,,,,,,,,,,,,,,,,,,,Southern Shelters Ltd.,CONSTRUCTION & CONTRACTING - HOUSING
6832,,,,,,,,,,2771.01,2780.00,2780.00,63,0,0,0,,,,,Sovereign Gold Bonds 2.50% JUL 2025 Sr-II 2017-18 Ltd.,FINANCE - INVESTMENTS
6833,1,2890.00,3023.27,2890.00,45,1,15,19,11,2889.90,2845.99,2860.00,4,0,0,0,,,,,Sovereign Gold Bonds 2.75% NOV 2023 Tr-I Ltd.,FINANCE - INVESTMENTS
6834,80,2805.00,3045.17,2795.00,212,60,26,20,19,2825.00,2800.00,2825.00,6,0,0,0,100%,,,,Sovereign Gold Bonds 2.75% FEB 2024 Tr-II Ltd.,FINANCE - INVESTMENTS
6835,50,2805.00,3037.79,2810.00,278,59,60,45,108,2879.00,2777.07,2782.08,103,0,0,0,,,,,Sovereign Gold Bonds 2.75% MAR 2024 Tr-III Ltd.,FINANCE - INVESTMENTS
6836,65,2810.22,2825.61,2810.22,99,30,57,45,73,2825.00,2873.56,2822.06,701,0,0,0,100%,,,,Sovereign Gold Bonds 2.75% AUG 2024 Tr-IV Ltd.,FINANCE - INVESTMENTS
6837,60,2795.00,3039.59,2795.00,29,2,20,105,13,,,,,,,,,,,,Sovereign Gold Bonds 2.75% Sep 2024 Tr-V Ltd.,FINANCE - INVESTMENTS
6838,30,2770.00,3026.18,2782.88,187,11,337,139,190,,,,,,,,100%,,,100%,Sovereign Gold Bonds 2.50% Nov 2024 Tr-VI Ltd.,FINANCE - INVESTMENTS
6839,50,2776.00,3038.15,2805.00,110,10,11,34,4,,,,,,,,100%,,,,Sovereign Gold Bonds 2.50% Mar 2025 Tr-VII Ltd.,FINANCE - GENERAL
6840,1400,14.46,14.46,14.46,557,"3,642","2,160","1,791","2,490",,,,,,,,,,,,Sovereign Diamonds Ltd.,DIAMOND CUTTING & JEWELLERY & PRECIOUS METALS
6841,33.17 K,2.40,2.30,2.40,-,100,"1,486","9,619",435,,,,,,,,,,,,Sowbhagya Media Ltd.,MEDIA & ENTERTAINMENT
6842,499,13.40,13.40,13.40,-,1,242,"1,477",342,,,,,,,,100%,,,,SP Capital Financing Ltd.,FINANCE - LEASING & HIRE PURCHASE
6843,,,,,,,,,,,,,,,,,,,,,SP Investrade India Ltd.,TRADING
6844,,,,,,,,,,,,,,,,,,,,,,
6845,-,10.00,10.00,10.00,-,0,0,0,0,,,,,,,,,,,,Spaceage Products Ltd.,MISCELLANEOUS
6846,100,47.00,49.50,46.50,781,730,"1,136","2,380",548,,,,,,,,,,,,Span Diagnostic Ltd.,HOSPITALS & MEDICAL SERVICES
6847,,,,,,,,,,,,,,,,,,,,,Span Dyestuff Industries Ltd.,DYES & PIGMENTS
6848,,,,,,,,,,,,,,,,,,,,,Spanco Ltd.,COMPUTERS - SOFTWARE MEDIUM & SMALL
6849,1000,3.18,3.48,3.48,-,301,116,235,230,,,,,,,,100%,,,,Sparc Systems Ltd.,COMPUTERS - HARDWARE
6850,,,,,,,,,,,,,,,,,100%,,,,Spark Plugs Company Ltd.,AUTO ANCILLARIES
6851,,,,,,,,,,,,,,,,,,,,,Sparkle Foods Ltd.,MISCELLANEOUS
6852,,,,,,,,,,,,,,,,,,,,,Sparkling (India) Finshares Li Ltd.,
6853,,,,,,,,,,,,,,,,,,,,,Sparkling (India) Finshares Ltd.,FINANCE - INVESTMENTS
6854,,,,,,,,,,,,,,,,,,,,,Sparr Equipments Ltd.,ENGINEERING
6855,,,,,,,,,,,,,,,,,,,,,Sparsh BPO Services Ltd.,COMPUTERS - SOFTWARE MEDIUM & SMALL
6856,,,,,,,,,,,,,,,,,100%,,,100%,Spartek Ceramics India Ltd.,CERAMICS & GRANITE
6857,,,,,,,,,,,,,,,,,,,,,Spearhead Metals and Alloys Ltd.,STEEL - MEDIUM & SMALL
6858,,,,,,,,,,,,,,,,,,,,,Speciality Papers Ltd.,PAPER
6859,,,,,,,,,,,,,,,,,,,,,Speciality Petrolubes Ltd.,LUBRICANTS
6860,3,169.00,169.20,172.10,2464,"26,690","14,383","18,439","17,481",174.95,168.90,171.15,"183,403","128,913","149,524","122,808",100%,,,,Speciality Restaurants Ltd.,HOTELS
6861,,,,,,,,,,,,,,,,,,,,,Spectacle Ventures Ltd.,FINANCE - INVESTMENTS
6862,1047,33.00,32.50,33.15,592,"1,373","7,576","10,024","4,910",,,,,,,,100%,,,,Spectra Industries Ltd.,AUTO ANCILLARIES
6863,-,58.00,58.00,58.00,1,"1,093",168,70,234,,,,,,,,,,,,Spectrum Foods Ltd.,FOOD PROCESSING
6864,,,,,,,,,,,,,,,,,,,,,Specular Marketing Ltd.,FINANCE - INVESTMENTS
6865,,,,,,,,,,,,,,,,,,,,,Speedage Commercials Ltd.,FINANCE - INVESTMENTS
6866,1500,16.00,16.65,16.50,2208,"8,409","44,789","87,821","33,117",,,,,,,,90%,,,10%,SPEL Semiconductor Ltd.,COMPUTERS - HARDWARE
6867,17,202.00,211.65,211.65,40,581,"5,332","3,146","4,230",,,,,,,,100%,,,,Spenta International Ltd.,TEXTILES - HOSIERY & KNITWEAR
6868,-,7.94,8.35,7.94,63.11 K,"10,289","163,553","109,131","83,652",8.20,8.20,7.80,"109,307","109,324","110,357","149,169",100%,,,,Spentex Industries Ltd.,TEXTILES - SPINNING - COTTON BLENDED
6869,2710,43.45,43.75,43.05,1355,"19,749","10,067","25,246","9,107",44.20,44.00,43.15,"23,194","38,627","87,450","37,931",50%,,,50%,Sphere Global Services Ltd.,COMPUTERS - SOFTWARE
6870,41.03 K,42.35,41.90,42.55,26.85 K,"141,879","341,561","320,431","294,736",42.15,41.90,42.40,"525,623","1,139,801","1,274,928","1,079,701",75%,,,25%,Southern Petrochemical Industries Corporation Ltd.,FERTILISERS
6871,,,,,,,,,,,,,,,,,100%,,,,SPIC Organics Ltd.,PETROCHEMICALS
6872,,,,,,,,,,,,,,,,,,,,,Spice Communications Ltd.,TELECOMMUNICATIONS - SERVICE
6873,1101,23.50,23.95,24.45,1569,325,"4,531","5,435","4,231",,,,,,,,100%,,,100%,Spice Island App Ltd.,TEXTILES - READYMADE APPARELS
6874,8103,24.60,25.00,23.60,2117,"21,305","38,614","39,252","27,687",25.00,24.80,24.15,"83,067","151,907","182,325","91,061",100%,,,,Spice Mobility Ltd.,TELECOMMUNICATIONS - EQUIPMENT
6875,81.88 K,121.75,121.75,121.70,97.8 K,"939,671","2,070,719","1,742,776","2,128,361",,,,,,,,72%,13%,72% buying,15%,SpiceJet Ltd.,TRANSPORT & LOGISTICS
6876,,,,,,,,,,,,,,,,,,,,,,
6877,10 K,10.50,10.50,10.50,10 K,"70,000","61,000","41,333","70,000",,,,,,,,,,,,Spicy Entertainment and Media Ltd.,MEDIA & ENTERTAINMENT
6878,,,,,,,,,,,,,,,,,,,,,SPIL Finance Ltd.,FINANCE - INVESTMENTS
6879,-,7.96,7.59,7.96,400,100,"2,279","2,561",984,,,,,,,,100%,,,,Spisys Ltd.,EDIBLE OILS & SOLVENT EXTRACTION
6880,2000,22.25,24.90,24.75,3427,575,"8,135","20,176","5,002",23.65,24.85,24.70,"3,706","19,869","66,135","14,120",,,,,SPL Industries Ltd.,TEXTILES - READYMADE APPARELS
6881,,,,,,,,,,,,,,,,,,,,,SPL Technochem Ltd.,COMPUTERS - SOFTWARE MEDIUM & SMALL
6882,23.55 K,1.64,1.59,1.57,47 K,"16,500","120,506","74,619","139,133",1.60,1.65,1.60,"27,766","139,053","89,369","154,884",100%,,,,Splendid Metal Product Ltd.,STEEL - ROLLING
6883,320,146.45,144.20,143.95,1403,"22,043","24,162","45,392","21,265",143.30,143.30,143.40,"65,089","77,800","87,839","71,370",100%,,,,SPML Infra Ltd.,CONSTRUCTION & CONTRACTING - CIVIL
6884,59.74 K,41.45,41.45,41.45,-,100,20,0,39,,,,,,,,100%,,,,Sportking India Ltd.,TEXTILES - SPINNING - SYNTHETIC BLENDED
6885,6000,20.85,20.85,20.85,-,"6,000",0,0,0,,,,,,,,100%,,,100%,Sprayking Agro Equipment Ltd.,MISCELLANEOUS
6886,1,4.55,4.55,4.55,-,99,"1,619","1,868","2,519",,,,,,,,,,,,Spring Fields Infraventure Ltd.,CONSTRUCTION & CONTRACTING - CIVIL
6887,800,184.00,184.00,183.00,800,"1,600",0,0,0,,,,,,,,,,,,SPS Finquest Ltd.,FINANCE - LEASING & HIRE PURCHASE
6888,341,4.95,5.39,5.39,-,561,431,"1,343",414,,,,,,,,,,,,SPS International Ltd.,TRADING
6889,,,,,,,,,,,,,,,,,,,,,SQL Star International Ltd.,COMPUTERS - SOFTWARE MEDIUM & SMALL
6890,845,535.55,533.85,533.85,683,"1,722","4,674","6,683","3,137",540.00,536.50,527.60,"6,047","33,127","42,870","18,825",100%,,,,SQS India BFSI Ltd.,COMPUTERS - SOFTWARE
6891,100,23.20,21.50,21.50,53,"1,490",403,390,756,,,,,,,,,,,,Square Four Projects India Ltd.,CHEMICALS
6892,,,,,,,,,,,,,,,,,,,,,SR Hari Ram Synthetics Ltd.,TEXTILES - HOSIERY & KNITWEAR
6893,-,35.00,34.45,32.75,4849,"33,326","158,968","62,990","57,435",,,,,,,,100%,,,,SR Industries Ltd.,TEXTILES - TERRY TOWELS
6894,,,,,,,,,,,,,,,,,,,,,Sree Meenakshi Mills Ltd.,TEXTILES - COMPOSITE MILLS
6895,,,,,,,,,,,,,,,,,100%,,,,Sree Chem Resins Ltd.,CHEMICALS
6896,-,1.78,1.78,1.78,250,50,"5,759","2,150","11,098",,,,,,,,,,,,Sree Jayalakshmi Autospin Ltd.,TEXTILES - SPINNING - COTTON BLENDED
6897,,,,,,,,,,,,,,,,,,,,,Sree Kailas Sugars and Chemicals Ltd.,SUGAR
6898,46.31 K,72.00,71.35,73.35,27.06 K,"262,383","781,157","508,230","840,055",,,,,,,,91%,,,,Sree Rayalaseema Alkalies and Allied Chemicals Ltd.,CHEMICALS
6899,,,,,,,,,,,,,,,,,100%,,,,Sree Rayalaseema Petrochemicals Ltd.,PETROCHEMICALS
6900,700,206.00,207.80,203.40,517,"3,277","6,106","5,035","6,464",207.70,207.70,202.60,"13,937","21,860","16,588","23,297",100%,,,100%,Sree Rayalaseema Hi Strength Hyp Ltd.,CHEMICALS
6901,,,,,,,,,,,,,,,,,,,,,Sree Rayalaseema Power Corporation Ltd.,POWER - GENERATION & DISTRIBUTION
6902,,,,,,,,,,,,,,,,,,,,,Sree Uma Parameswari Mills Ltd.,TEXTILES - SPINNING - COTTON BLENDED
6903,244,263.75,255.10,266.15,90,"1,810","4,072","15,678","3,523",259.00,258.00,264.70,"6,978","23,353","85,435","26,541",71%,15%,71% buying,14%,Sreeleathers Ltd.,LEATHER PRODUCTS
6904,11.42 K,100.25,100.55,101.05,13.05 K,"172,763","333,358","406,872","293,812",100.80,100.55,100.75,"1,627,345","3,363,379","2,316,413","2,983,787",88%,,,,SREI Infrastructure Finance Ltd.,FINANCE - LEASING & HIRE PURCHASE
6905,-,12.27,12.27,12.27,500,163,"5,480","2,953","8,060",,,,,,,,,,,,Srestha Finvest Ltd.,FINANCE - INVESTMENTS
6906,415,1895.40,1907.15,1949.45,187,"5,697","17,970","14,767","10,824",1905.00,1909.80,1950.20,"156,712","243,359","223,696","248,704",89%,,,11%,SRF Ltd.,TEXTILES - MANMADE
6907,925,234.00,232.60,243.45,7739,"59,043",0,0,0,,,,,,,,100%,,,100%,SRG Housing Finance Ltd.,FINANCE - HOUSING
6908,36 K,30.10,30.00,30.00,-,"18,000",0,0,0,,,,,,,,100%,,,,SRG Securities Finance Ltd.,FINANCE - INVESTMENTS
6909,,,,,,,,,,,,,,,,,,,,,SRHHL Industries Ltd.,CHEMICALS
6910,-,29.75,31.30,29.75,71.69 K,"6,090","90,933","124,679","73,409",29.75,31.30,29.75,"57,281","228,896","298,465","175,782",77%,5%,77% buying,18%,Sri Adhikari Brothers Television Ltd.,MEDIA & ENTERTAINMENT
6911,,,,,,,,,,,,,,,,,,,,,Sri Amarnath Finance Ltd.,FINANCE - INVESTMENTS
6912,,,,,,,,,,,,,,,,,,,,,Sri Arumuga Enterprise Ltd.,FINANCE - INVESTMENTS
6913,,,,,,,,,,,,,,,,,100%,,,,Sri Chakra Cements Ltd.,CEMENT - MINI
6914,,,,,,,,,,,,,,,,,,,,,Sri Chakra Financial Services Ltd.,FINANCE - INVESTMENTS
6915,,,,,,,,,,,,,,,,,,,,,Sri Chakra Remedies Ltd.,PHARMACEUTICALS
6916,,,,,,,,,,,,,,,,,,,,,Sri Chamundeswari Sugars Ltd.,SUGAR
6917,,,,,,,,,,,,,,,,,100%,,,,Sri Ganapathy Mills Company Ltd.,TEXTILES - SPINNING - COTTON BLENDED
6918,,,,,,,,,,,,,,,,,100%,,,100%,Sri Jayalakshmi Spinning Mills Ltd.,TEXTILES - SPINNING - COTTON BLENDED
6919,100,27.85,28.85,30.00,995,"1,078","3,451","4,151","2,442",,,,,,,,100%,,,,Sri KPR Industries Ltd.,PLASTICS
6920,,,,,,,,,,,,,,,,,,,,,Sri Krishna Drugs Ltd.,PHARMACEUTICALS
6921,5000,152.50,152.50,150.40,15 K,"30,000","22,100","15,033","20,800",,,,,,,,50%,,,50%,Sri Krishna Constructions (India) Ltd.,MISCELLANEOUS
6922,,,,,,,,,,52.00,52.00,54.90,"4,000","2,600","3,067","2,400",100%,,,,Sri Krishna Metcom Ltd.,FOOD PROCESSING
6923,,,,,,,,,,,,,,,,,,,,,Sri Lakshmi Engineering Industries Ltd.,METALS - NON FERROUS
6924,3752,23.20,23.20,23.20,-,100,"1,166",713,74,,,,,,,,100%,,,,Sri Lakshmi Saraswathi Textiles (Arni) Ltd.,TEXTILES - SPINNING - COTTON BLENDED
6925,,,,,,,,,,,,,,,,,,,,,Sri Malini Spinning Mills Ltd.,TEXTILES - SPINNING - COTTON BLENDED
6926,2195,17.55,18.30,18.00,150,375,845,"2,884",985,,,,,,,,100%,,,,Sri Nachammai Cloth Mills Ltd.,TEXTILES - SPINNING - COTTON BLENDED
6927,,,,,,,,,,,,,,,,,,,,,Sri Nandaa Spinners Ltd.,TEXTILES - SPINNING - COTTON BLENDED
6928,-,13.75,13.75,13.75,1100,200,785,969,222,,,,,,,,100%,,,,Sri Ramakrishna Mills (Coimbatore) Ltd.,TEXTILES - SPINNING - COTTON BLENDED
6929,,,,,,,,,,,,,,,,,,,,,Sri Sarita Synthetics and Industries Ltd.,TEXTILES - PROCESSING
6930,,,,,,,,,,,,,,,,,,,,,Sri Simhadri Cements Ltd.,CEMENT - MINI
6931,,,,,,,,,,,,,,,,,,,,,Sri Skandan Industries Ltd.,MISCELLANEOUS
6932,,,,,,,,,,,,,,,,,,,,,Sri Vajra Granites Ltd.,CERAMICS & GRANITE
6933,,,,,,,,,,,,,,,,,100%,,,,Sri Vasavi Industries Ltd.,STEEL - MEDIUM & SMALL
6934,,,,,,,,,,,,,,,,,,,,,Sri Vishnu Cement Ltd.,CEMENT - MAJOR
6935,,,,,,,,,,,,,,,,,,,,,,
6936,7442,402.60,397.35,398.20,1808,"14,389","54,426","42,713","31,616",400.00,398.20,398.00,"98,728","339,269","257,708","193,245",100%,,,,Srikalahasthi Pipes Ltd.,STEEL - PIG IRON
6937,,,,,,,,,,,,,,,,,,,,,Sriman Petrochemicals Ltd.,DYES & PIGMENTS
6938,,,,,,,,,,,,,,,,,,,,,Srinivasa Ferro Alloys Ltd.,STEEL - MEDIUM & SMALL
6939,,,,,,,,,,,,,,,,,,,,,Srinivasa Hatcheries Ltd.,MISCELLANEOUS
6940,,,,,,,,,,,,,,,,,,,,,Srinivasa Smelters Ltd.,STEEL - MEDIUM & SMALL
6941,,,,,,,,,,,,,,,,,,,,,Srishti Enterprises Ltd.,MEDIA & ENTERTAINMENT
6942,,,,,,,,,,,,,,,,,,,,,Srishti Videocorp Ltd.,MEDIA & ENTERTAINMENT
6943,,,,,,,,,,,,,,,,,86%,,,14%,Sriven Multitech Ltd.,COMPUTERS - SOFTWARE MEDIUM & SMALL
6944,,,,,,,,,,,,,,,,,,,,,Sriyansh Steel Ltd.,STEEL - MEDIUM & SMALL
6945,-,4.28,4.28,4.28,100,150,290,215,177,,,,,,,,100%,,,,SRM Energy Ltd.,TEXTILES - GENERAL
6946,,,,,,,,,,,,,,,,,,,,,SRP Industries Ltd.,MACHINE TOOLS
6947,,,,,,,,,,,,,,,,,,,,,SRPL Ltd.,PLASTICS
6948,-,1.81,1.90,1.81,5.6 L,"26,468","3,024,385","1,869,493","3,913,401",1.80,1.85,1.80,"254,045","2,346,361","3,295,920","1,190,889",83%,6%,83% buying,11%,SRS Ltd.,DIAMOND CUTTING & JEWELLERY & PRECIOUS METALS
6949,150,15.29,14.57,14.00,3657,"4,165","17,552","17,314","15,059",,,,,,,,100%,,,,SRS Finance Ltd.,FINANCE - GENERAL
6950,-,7.12,7.49,7.12,38.9 K,"16,858","307,189","190,027","269,447",,,,,,,,100%,,,,SRS Real Infrastructure Ltd.,CONSTRUCTION & CONTRACTING - REAL ESTATE
6951,,,,,,,,,,,,,,,,,,,,,SS Forge and Engineering Ltd.,CASTINGS & FORGINGS
6952,1000,7.71,7.35,7.71,-,100,630,"1,360",660,,,,,,,,,,,,SS Organics Ltd.,PHARMACEUTICALS
6953,10.4 K,5.04,5.04,5.04,-,"2,400","200,478","67,037",800,,,,,,,,100%,,,100%,SSK Lifestyles Ltd.,PLASTICS
6954,,,,,,,,,,,,,,,,,,,,,SSL (India) Ltd.,FINANCE - INVESTMENTS
6955,,,,,,,,,,,,,,,,,,,,,S S L Finance Ltd.,FINANCE - INVESTMENTS
6956,,,,,,,,,,,,,,,,,,,,,SSM Mills Ltd.,TEXTILES - PROCESSING
6957,,,,,,,,,,,,,,,,,,,,,SSP Polymer Industries Ltd.,TEXTILES - MANMADE
6958,440,87.50,87.40,83.65,450,"17,889","31,001","18,056","10,597",,,,,,,,100%,,,100%,SSPDL Ltd.,CONSTRUCTION & CONTRACTING - CIVIL
6959,,,,,,,,,,,,,,,,,,,,,SSPN Finance Ltd.,FINANCE - INVESTMENTS
6960,,,,,,,,,,,,,,,,,,,,,Sstella Silks Ltd.,TEXTILES - SYNTHETIC & SILK
6961,-,38.10,38.85,38.10,717,185,88,96,70,,,,,,,,100%,,,,ST Corporation Ltd.,TEXTILES - PROCESSING
6962,,,,,,,,,,,,,,,,,,,,,Stallion Garment Exports Ltd.,TEXTILES - HOSIERY & KNITWEAR
6963,-,15.34,16.14,15.34,1.27 L,"64,985","3,125,431","1,361,874","2,438,140",15.30,16.10,15.30,"270,124","1,423,384","586,821","1,644,926",70%,15%,70% buying,15%,Stampede Capital Ltd.,FINANCE - INVESTMENTS
6964,1450,67.45,66.95,67.95,543,"6,501","16,961","7,392","9,953",65.90,65.90,67.45,"9,586","18,270","9,951","13,846",100%,,,,Standard Chartered PLC Ltd.,BANKS - PRIVATE SECTOR
6965,3679,9.94,9.80,10.29,-,"2,910","3,858","2,358","6,430",,,,,,,,100%,,,,Standard Batteries Ltd.,AUTO ANCILLARIES
6966,50,1.67,1.67,1.67,-,50,745,575,490,,,,,,,,100%,,,,Standard Capital Market. Ltd.,FINANCE - LEASING & HIRE PURCHASE
6967,,,,,,,,,,,,,,,,,,,,,Standard Chrome Ltd.,STEEL - MEDIUM & SMALL
6968,9978,24.40,24.50,24.25,550,"5,327","25,914","23,059","12,051",24.10,24.55,24.20,"10,998","41,314","36,509","17,432",100%,,,100%,Standard Industries Ltd.,CHEMICALS
