,BSE Buy QTY,BSE Open,BSE Prev Close,BSE Price,BSE Sell QTY,BSE Vol,BSE Vol 10,BSE Vol 30,BSE Vol 5,NSE Open,NSE Prev Close,NSE Price,NSE Vol,NSE Vol 10,NSE Vol 30,NSE Vol 5,Senti Buy,Senti Hold,Senti Recommend,Senti Sell,Stock Name,Stock Sector
0,77,18200.00,18020.35,18184.40,12,206,368,494,316,18188.00,18105.35,18182.15,659,"1,644","2,377","1,352",,,,,3M India Ltd.,DIVERSIFIED
1,1042,835.00,834.40,828.05,1439,"8,055","18,966","20,447","18,283",833.55,832.30,826.05,"78,445","124,751","143,819","123,127",,,,,8K Miles Software Services Ltd.,COMPUTERS - SOFTWARE
2,560,1115.95,1115.60,1111.25,1562,"2,814","7,055","12,919","4,969",1105.00,1112.85,1126.35,"21,710","35,152","101,130","21,536",100%,,,,Aarti Industries Ltd.,CHEMICALS
3,11.42 K,234.65,232.70,230.10,25.38 K,"562,454","1,702,909","779,835","1,206,205",234.10,232.90,230.05,"2,444,981","9,148,094","4,010,090","5,510,765",100%,,,100%,Aban Offshore Ltd.,OIL DRILLING AND EXPLORATION
4,3511,1535.00,1541.05,1580.35,1366,"10,074","42,533","31,461","41,196",1540.55,1541.90,1585.85,"105,094","133,462","85,736","183,708",,,,,ABB India Ltd.,INFRASTRUCTURE - GENERAL
5,122,5435.00,5432.40,5466.30,101,101,410,403,310,5401.05,5435.70,5488.10,"1,699","7,430","4,505","6,599",,,,,Abbott India Ltd.,PHARMACEUTICALS
6,6045,1835.10,1837.55,1822.70,769,"4,803","33,953","32,842","34,984",1828.25,1839.00,1829.50,"267,132","286,650","328,612","351,995",,,,,ACC Ltd.,CEMENT - MAJOR
7,5624,195.00,194.70,199.40,6276,"1,510,433","1,055,201","949,167","1,149,908",195.25,195.25,199.70,"14,032,888","7,997,495","8,139,568","7,647,484",40%,,,60%,Adani Enterprises Ltd.,TRADING
8,4489,417.95,414.35,433.75,3198,"451,755","335,431","278,050","303,129",418.80,416.25,433.45,"7,588,904","4,208,408","4,127,530","4,401,770",43%,14%,43% buying,43%,Adani Ports and Special Economic Zone Ltd.,INFRASTRUCTURE - GENERAL
9,33.03 K,37.00,36.95,38.00,46.84 K,"2,307,760","3,304,569","2,658,490","3,630,687",36.70,36.95,38.05,"15,908,701","21,687,022","21,200,693","21,739,308",67%,16%,67% buying,17%,Adani Power Ltd.,POWER - GENERATION & DISTRIBUTION
10,1240,227.00,228.45,227.85,2550,"123,482","142,522","141,371","195,043",226.10,227.75,228.35,"892,009","1,212,852","1,319,690","1,415,409",,,,,Adani Transmission Ltd.,POWER - TRANSMISSION & EQUIPMENT
11,7192,167.00,166.30,167.15,6896,"43,390","76,417","161,811","77,999",165.00,165.50,167.50,"355,524","615,022","760,792","626,999",,,,,Aditya Birla Fashion & Retail Ltd.,RETAIL
12,2590,296.00,293.60,289.80,3678,"50,591","73,595","68,777","66,452",295.90,294.30,289.70,"238,524","511,127","437,329","404,501",100%,,,,Advanced Enzyme Technologies Ltd.,PHARMACEUTICALS
13,5339,287.00,283.45,289.50,590,"44,901","30,244","46,571","28,806",280.35,284.50,289.80,"182,369","175,326","258,775","177,097",,,,,Aegis Logistics Ltd.,TRANSPORT & LOGISTICS
14,669,1588.00,1575.25,1587.55,581,562,"2,453","19,697","2,852",1581.00,1581.10,1599.80,"29,933","37,593","43,635","27,621",,,,,AIA Engineering Ltd.,CASTINGS & FORGINGS
15,571,1575.00,1531.80,1557.25,682,"18,063","18,340","22,061","19,917",1533.25,1533.20,1560.05,"158,597","188,865","293,159","229,062",100%,,,,Ajanta Pharma Ltd.,PHARMACEUTICALS
16,354,1855.95,1853.65,1882.45,615,303,"1,601","2,650","1,230",1877.75,1856.55,1877.20,"6,990","25,406","16,280","19,632",,,,,Akzo Nobel India Ltd.,PAINTS & VARNISHES
17,1740,550.00,539.40,544.90,2314,"2,370","8,141","5,421","6,275",556.00,540.85,547.05,"24,822","62,936","51,655","47,425",100%,,,,Alembic Pharmaceuticals Ltd.,PHARMACEUTICALS
18,80,2232.20,2246.05,2208.75,533,"3,198","3,441","13,626","1,913",2225.00,2249.10,2218.95,"19,924","43,622","41,365","17,253",100%,,,100%,Alkem Laboratories Ltd.,PHARMACEUTICALS
19,12.1 K,71.00,69.85,70.80,13.87 K,"214,526","211,938","189,200","306,147",70.00,69.90,70.80,"2,265,859","2,098,421","2,121,466","2,511,572",100%,,,,Allahabad Bank,BANKS - PUBLIC SECTOR
20,11.29 K,199.85,196.30,194.05,3074,"120,016","167,251","167,416","156,683",198.00,196.55,194.35,"585,885","935,938","1,024,271","773,652",100%,,,,Allcargo Logistics Ltd.,TRANSPORT & LOGISTICS
21,1738,833.00,832.40,824.50,1038,"16,404","29,617","28,611","28,315",834.60,832.70,825.00,"265,376","446,225","527,154","390,609",,,,,Amara Raja Batteries Ltd.,AUTO ANCILLARIES
22,40.66 K,272.80,275.95,268.50,9535,"123,868","102,088","79,710","102,787",276.00,275.65,268.60,"1,942,776","2,155,353","1,827,624","2,199,688",100%,,,,Ambuja Cements Ltd.,CEMENT - MAJOR
23,19.02 K,55.65,55.70,56.40,5724,"124,549","177,043","158,270","180,761",55.95,55.75,56.50,"1,904,482","2,119,375","2,041,910","2,114,888",75%,,,,Andhra Bank,BANKS - PUBLIC SECTOR
24,403,815.00,812.20,826.65,400,"1,668","2,301","7,276","2,644",822.05,824.50,827.70,"17,320","19,629","34,296","18,405",,,,,Apar Industries Ltd.,ELECTRIC EQUIPMENT
25,141,2400.00,2383.05,2514.90,168,"12,444","6,803","10,513","3,745",2409.80,2396.15,2500.65,"72,393","132,342","76,018","151,728",,,,,APL Apollo Tubes Ltd.,STEEL - TUBES & PIPES
26,1883,1119.00,1116.05,1138.05,732,"8,830","7,417","20,989","6,329",1116.00,1116.45,1139.40,"152,932","211,335","322,127","173,929",100%,,,,Apollo Hospitals Enterprises Ltd.,HOSPITALS & MEDICAL SERVICES
27,2820,261.20,262.15,264.85,2334,"52,700","189,434","178,900","108,846",261.95,261.85,264.80,"1,621,095","2,952,141","2,846,229","2,510,980",100%,,,,Apollo Tyres Ltd.,TYRES
28,3799,452.00,449.00,448.35,1582,"68,581","431,799","252,800","142,763",450.05,450.35,449.45,"789,140","2,082,057","1,795,347","1,326,748",,,,,Arvind Ltd.,TEXTILES - DENIM
29,911,376.45,371.75,369.70,9213,"37,918","56,487","22,788","18,229",374.95,372.30,369.45,"55,610","113,855","58,577","69,141",,,,,Asahi India Glass Ltd.,GLASS & GLASS PRODUCTS
30,22.71 K,122.00,120.75,121.10,24.47 K,"759,250","947,643","905,215","886,277",120.80,120.90,121.05,"9,786,893","10,806,054","11,343,126","10,193,371",75%,8%,75% buying,17%,Ashok Leyland Ltd.,AUTO - LCVS & HCVS
31,5710,227.00,229.20,228.30,1082,"4,871","12,440","17,284","13,782",230.00,230.15,227.80,"88,039","251,681","212,414","335,934",100%,,,,Ashoka Buildcon Ltd.,CONSTRUCTION & CONTRACTING - CIVIL
32,1490,1192.00,1189.75,1193.40,2304,"49,403","59,533","68,940","35,265",1183.10,1188.25,1189.90,"722,692","703,701","668,669","535,867",40%,20%,40% buying,40%,Asian Paints Ltd.,PAINTS & VARNISHES
33,25.8 K,116.00,115.80,116.20,6903,"58,527","155,630","101,189","237,619",115.70,115.55,116.55,"195,760","888,555","474,105","1,209,501",100%,,,,Astra Microwave Products Ltd.,TELECOMMUNICATIONS - EQUIPMENT
34,1623,839.95,835.25,836.70,2710,439,"7,050","3,988","7,853",835.00,837.40,837.50,"16,681","41,135","36,922","22,918",,,,,Astral Poly Technik Ltd.,PLASTICS
35,319,1113.20,1108.85,1120.40,163,"1,439","10,553","4,338","19,336",1119.25,1118.35,1118.65,"4,754","9,439","9,607","11,207",,,,,AstraZeneca Pharma Ltd.,PHARMACEUTICALS
36,529,2976.85,2936.50,2892.80,558,"3,270","2,425","2,767","1,614",2945.00,2945.00,2892.95,"43,444","35,750","26,263","40,714",,,,,Atul Ltd.,DYES & PIGMENTS
37,11.31 K,640.00,645.85,643.35,3894,"124,042","166,830","160,411","221,196",640.20,645.85,643.20,"3,438,426","1,785,910","1,846,692","2,078,589",67%,16%,67% buying,17%,Aurobindo Pharma Ltd.,PHARMACEUTICALS
38,1240,2409.00,2433.55,2459.60,785,"8,281","10,955","9,624","10,058",2405.00,2436.25,2454.90,"60,005","73,431","61,920","51,588",100%,,,,Avanti Feeds Ltd.,AQUACULTURE
39,4377,1147.95,1137.30,1142.85,1604,"41,269","93,128","165,761","64,891",1138.80,1135.45,1144.35,"240,807","570,729","583,923","424,578",100%,,,,Avenue Supermarts Ltd.,RETAIL
40,5058,586.70,583.70,590.25,14.89 K,"271,011","286,635","352,573","437,931",584.90,584.80,590.25,"3,897,048","5,073,556","5,048,038","6,774,218",86%,,,14%,Axis Bank Ltd.,BANKS - PRIVATE SECTOR
41,1464,3227.90,3195.40,3208.05,539,"8,407","11,666","79,766","13,723",3207.80,3201.20,3210.40,"143,928","216,466","255,814","197,073",100%,,,,Bajaj Auto Ltd.,AUTO - 2 & 3 WHEELERS
42,5230,507.50,501.30,502.45,1516,"5,740","95,404","39,594","8,024",507.00,503.35,499.70,"95,800","233,673","124,723","147,305",,,,,Bajaj Corp Ltd.,PERSONAL CARE
43,3854,530.10,529.35,529.50,2480,"35,336","55,655","126,330","33,884",531.20,529.70,530.75,"341,618","552,033","519,662","355,356",,,,,Bajaj Electricals Ltd.,DOMESTIC APPLIANCES
44,3304,1660.60,1660.35,1701.95,378,"43,268","67,334","178,869","94,242",1660.90,1660.70,1701.90,"974,597","823,846","824,935","938,225",83%,,,17%,Bajaj Finance Ltd.,FINANCE - LEASING & HIRE PURCHASE
45,735,4930.00,4923.75,4968.70,147,"15,749","19,837","52,104","8,636",4920.00,4922.60,4973.05,"110,406","177,143","127,705","174,770",100%,,,,Bajaj Finserv Ltd.,FINANCE - INVESTMENTS
46,1.75 L,14.60,14.75,14.85,34.87 K,"1,288,664","1,298,125","1,361,564","1,236,921",14.75,14.70,14.75,"4,979,312","5,074,330","5,521,236","5,058,096",67%,,,33%,Bajaj Hindusthan Ltd.,SUGAR
47,175,2714.30,2726.65,2787.05,606,"3,328","5,973","158,631","10,097",2725.00,2724.70,2800.50,"27,815","22,130","21,220","23,639",100%,,,,Bajaj Holdings & Investment Ltd.,FINANCE - INVESTMENTS
48,569,1120.00,1122.00,1136.15,1624,"14,087","39,653","55,620","11,794",1125.00,1125.00,1139.65,"253,493","328,458","626,528","227,114",100%,,,,Balkrishna Industries Ltd.,TYRES
49,4587,253.20,249.60,250.90,2712,"17,894","44,039","33,975","40,853",251.00,249.10,251.45,"82,255","137,248","135,915","130,343",,,,,Balmer Lawrie and Company Ltd.,DIVERSIFIED
50,6025,125.55,125.85,123.05,10.12 K,"252,851","199,784","219,656","212,201",126.50,125.95,122.70,"2,225,060","1,858,728","1,998,872","1,781,784",67%,,,,Balrampur Chini Mills Ltd.,SUGAR
51,20.16 K,162.25,162.45,165.60,44.17 K,"1,099,838","1,164,214","1,113,854","1,122,796",162.00,162.35,165.40,"8,533,716","11,155,422","9,980,993","13,165,116",100%,,,100%,Bank Of Baroda,BANKS - PUBLIC SECTOR
52,3470,160.10,160.40,164.80,9542,"290,423","302,203","283,215","398,837",161.20,160.50,164.95,"3,467,324","3,261,089","3,285,864","3,911,963",25%,25%,50% selling,50%,Bank Of India,BANKS - PUBLIC SECTOR
53,46.05 K,21.25,21.25,21.20,7349,"192,959","149,789","200,103","147,855",21.35,21.15,21.00,"1,232,404","951,869","1,561,889","1,091,348",67%,16%,67% buying,17%,Bank of Maharashtra,BANKS - PUBLIC SECTOR
54,234,2197.35,2193.85,2216.90,237,"2,565","4,843","2,901","4,504",2210.00,2201.40,2219.30,"12,135","41,509","25,908","31,870",,,,,BASF India Ltd.,CHEMICALS
55,2778,725.40,720.45,716.15,2248,"20,650","40,214","38,415","30,053",719.30,720.80,716.25,"553,594","550,834","629,005","467,460",100%,,,,Bata India Ltd.,LEATHER PRODUCTS
56,71,4601.35,4582.45,4553.40,370,"50,697","6,924","5,994","13,065",4679.80,4600.00,4575.35,"14,430","11,187","11,140","15,605",100%,,,,Bayer CropScience Ltd.,PESTICIDES & AGRO CHEMICALS
57,1309,1515.00,1509.80,1511.15,1533,"30,630","25,153","37,266","24,234",1510.00,1508.85,1513.60,"314,228","352,012","529,334","352,775",,,,,BEML Ltd.,INFRASTRUCTURE - GENERAL
58,3246,253.00,253.30,246.80,2001,"78,652","127,404","228,281","67,468",254.00,253.10,246.65,"1,096,385","952,639","852,852","592,111",100%,,,,Berger Paints India Ltd.,PAINTS & VARNISHES
59,14.03 K,514.80,510.70,510.65,7439,"201,868","345,503","251,760","300,118",515.95,510.60,512.00,"713,655","1,548,387","1,126,959","1,073,379",,,,,BF Utilities Ltd.,POWER - GENERATION & DISTRIBUTION
60,16.9 K,172.90,171.15,172.75,19.42 K,"212,631","850,725","440,729","1,370,245",171.75,171.10,172.75,"1,848,347","3,676,142","3,189,022","3,794,695",100%,,,,Bharat Electronics Ltd.,ELECTRICALS
61,1703,1001.00,1003.35,1008.80,908,"30,288","46,626","125,513","29,865",1004.30,1004.30,1006.35,"282,222","668,314","635,053","648,467",,,,,Bharat Financial Inclusion Ltd.,FINANCE - GENERAL
62,4375,721.50,721.40,735.00,6571,"63,357","158,376","103,986","80,813",721.10,720.90,735.75,"688,556","945,019","884,416","752,130",100%,,,,Bharat Forge Ltd.,CASTINGS & FORGINGS
63,6289,487.25,494.50,497.75,14.85 K,"787,117","4,353,152","2,106,273","8,009,876",484.00,495.00,497.90,"8,982,201","6,241,297","6,498,025","5,198,466",57%,,,43%,Bharti Airtel Ltd.,TELECOMMUNICATIONS - SERVICE
64,5969,346.00,343.85,346.40,1966,"95,965","79,675","182,980","106,047",346.00,343.80,346.05,"7,653,870","2,449,059","2,575,476","2,584,730",100%,,,,Bharti Infratel Ltd.,TELECOMMUNICATIONS - EQUIPMENT
65,27.92 K,96.10,97.25,97.50,39.05 K,"713,248","1,224,760","1,198,752","1,053,022",97.00,97.45,97.55,"4,371,119","10,027,639","9,974,532","9,579,523",33%,,,67%,Bharat Heavy Electricals Ltd.,INFRASTRUCTURE - GENERAL
66,5193,548.00,539.60,569.85,7268,"871,801","139,396","213,873","107,229",549.00,539.60,569.35,"8,746,829","1,014,096","1,647,565","965,563",75%,,,25%,Biocon Ltd.,PHARMACEUTICALS
67,289,1181.90,1180.10,1155.50,205,"1,909","1,859","3,831","1,497",1175.00,1175.95,1158.00,"52,735","41,973","44,974","37,158",100%,,,100%,Birla Corporation Ltd.,CEMENT - MAJOR
68,1.28 L,203.80,200.90,203.15,42.53 K,"347,764","270,453","210,158","330,439",199.10,201.05,202.85,"956,295","672,836","541,462","763,156",100%,,,,Bliss GVS Pharma Ltd.,PHARMACEUTICALS
69,160,4650.00,4707.60,4632.40,249,128,797,"1,047","1,093",4735.05,4707.20,4645.50,"9,187","13,459","12,238","11,422",,,,,Blue Dart Express Ltd.,COURIERS
70,1278,762.20,763.05,773.45,476,"4,085","3,041","71,873","3,188",761.15,766.90,773.85,"60,846","36,472","75,540","48,613",,,,,Blue Star Ltd.,CONSUMER GOODS - WHITE GOODS
71,2075,1594.70,1575.95,1600.35,957,"36,376","55,361","52,609","40,140",1588.20,1579.60,1601.25,"153,916","285,302","259,941","181,506",,,,,Bombay Burmah Trading Corporation Ltd.,PLANTATIONS - TEA & COFFEE
72,19.78 K,250.00,250.55,254.15,18.32 K,"1,336,771","862,301","1,156,370","784,699",248.90,250.10,254.50,"6,367,073","4,324,022","5,983,857","4,004,795",100%,,,,Bombay Dyeing and Manufacturing Company Ltd.,TEXTILES - PROCESSING
73,94,19850.00,19859.75,19905.10,42,577,"3,224","2,035",873,19903.70,19903.70,19976.15,"15,241","13,982","17,626","12,309",,,,,Bosch Ltd.,AUTO ANCILLARIES
74,7520,469.25,470.25,476.85,3274,"106,270","245,862","169,941","166,814",471.90,470.25,477.30,"3,908,165","3,628,145","3,116,968","3,723,563",75%,,,,Bharat Petroleum Corporation Ltd.,REFINERIES
75,1614,4642.00,4641.80,4683.10,961,"2,726","34,542","26,085","25,215",4665.00,4631.50,4684.45,"65,593","131,495","132,404","133,247",100%,,,,Britannia Industries Ltd.,FOOD PROCESSING
76,2984,438.00,436.10,441.50,3940,"111,302","74,940","118,647","64,512",437.75,437.60,441.55,"1,331,752","723,329","882,190","453,081",100%,,,,Cadila Healthcare Ltd.,PHARMACEUTICALS
77,7162,464.00,463.85,474.35,2445,"35,834","104,014","93,520","71,518",462.50,462.75,474.55,"590,778","900,530","864,680","620,991",100%,,,,Can Fin Homes Ltd.,FINANCE - HOUSING
78,4015,350.00,348.45,361.75,5402,"240,508","160,879","139,249","208,657",349.50,349.30,362.70,"3,213,833","2,023,886","1,997,864","2,411,708",100%,,,,Canara Bank,BANKS - PUBLIC SECTOR
79,53.49 K,760.10,753.30,765.20,3448,"129,626","266,573","114,002","392,357",762.80,755.20,764.45,"2,170,979","3,474,630","1,464,624","5,328,946",50%,,,50%,Capital First Ltd.,FINANCE - GENERAL
80,241,630.10,629.00,622.65,1235,"4,658","6,330","5,442","5,670",627.50,627.45,621.05,"49,906","50,958","37,857","44,759",100%,,,,Caplin Point Laboratories Ltd.,PHARMACEUTICALS
81,3563,386.50,389.65,390.15,2236,"4,966","49,171","28,945","48,303",387.00,390.70,390.65,"31,171","123,483","128,211","77,039",100%,,,,Carborundum Universal Ltd.,ABRASIVES
82,367,1375.25,1388.60,1393.65,237,"3,014","4,553","6,608","3,156",1376.00,1389.25,1390.95,"30,552","115,429","75,444","63,551",,,,,Credit Analysis and Research Ltd.,MISCELLANEOUS
83,26.39 K,186.55,186.55,187.30,19.9 K,"196,931","435,971","400,292","194,805",186.80,186.45,187.75,"996,986","1,576,470","2,860,671","1,279,023",75%,,,25%,Castrol India Ltd.,LUBRICANTS
84,4437,291.75,287.15,294.15,1075,"7,188","14,259","7,446","11,699",290.05,286.70,293.60,"158,747","257,412","120,908","158,783",100%,,,,CCL Products India Ltd.,PLANTATIONS - TEA & COFFEE
85,433,1880.00,1873.70,1868.60,1233,"24,228","33,175","34,678","32,460",1875.05,1872.35,1866.85,"329,218","461,364","547,922","381,977",100%,,,,Ceat Ltd.,TYRES
86,13.24 K,74.00,73.65,73.75,7409,"40,575","89,773","397,660","87,955",74.30,73.70,73.80,"328,477","559,529","907,332","467,731",100%,,,,Central Bank of India,BANKS - PUBLIC SECTOR
87,1733,1398.90,1383.65,1409.95,1834,"40,005","68,320","86,031","38,326",1399.00,1383.90,1409.40,"514,662","494,276","614,292","516,435",,,,,Century Textiles and Industries Ltd.,DIVERSIFIED
88,3427,345.00,341.90,346.70,1061,"14,330","25,708","44,424","17,209",344.10,341.25,346.60,"161,975","254,922","307,099","217,047",50%,,,50%,Century Plyboards Ltd.,MISCELLANEOUS
89,627,3585.00,3620.85,3638.00,763,"6,169","3,358","2,871","1,272",3667.00,3639.05,3627.45,"4,898","10,614","8,770","15,333",,,,,Cera Sanitaryware Ltd.,CERAMICS & GRANITE
90,1786,1107.10,1105.25,1109.20,941,"38,734","44,023","35,156","36,668",1105.00,1106.05,1109.05,"610,442","674,785","519,516","529,033",,,,,CESC Ltd.,POWER - GENERATION & DISTRIBUTION
91,4159,266.30,266.05,262.55,10.85 K,"16,633","23,505","109,523","20,591",269.00,265.25,262.55,"238,803","625,262","529,240","360,195",100%,,,,Crompton Greaves Consumer Electrical Ltd.,ELECTRICALS
92,5638,94.05,94.05,95.50,23.14 K,"193,367","548,127","507,525","558,768",94.50,94.05,95.40,"1,546,000","5,160,984","3,817,846","5,158,888",100%,,,,CG Power and Industrial Solutions Ltd.,ELECTRIC EQUIPMENT
93,12.43 K,159.00,156.65,154.60,4799,"47,764","214,071","131,998","92,306",158.20,157.40,154.40,"284,811","675,307","704,905","628,088",100%,,,,Chambal Fertilisers and Chemicals Ltd.,FERTILISERS
94,7914,440.70,437.00,445.45,1386,"39,096","65,595","49,065","74,712",437.40,437.40,446.50,"454,052","703,818","539,864","717,330",100%,,,,Chennai Petroleum Corporation Ltd.,REFINERIES
95,1687,1315.60,1310.15,1320.05,651,"3,733","33,578","22,457","48,692",1320.00,1314.60,1322.70,"55,034","248,198","226,213","266,050",,,,,Cholamandalam Investment and Finance Company Ltd.,FINANCE - LEASING & HIRE PURCHASE
96,3177,604.95,603.20,602.05,4435,"47,128","51,984","76,635","39,402",603.65,603.65,602.75,"818,518","964,305","1,174,300","872,651",,,,,Cipla Ltd.,PHARMACEUTICALS
97,5125,176.30,176.90,175.45,12.34 K,"21,245","155,619","67,775","27,283",176.05,176.80,175.90,"408,638","402,133","419,865","379,206",100%,,,,City Union Bank Ltd.,BANKS - PRIVATE SECTOR
98,12.73 K,284.00,283.10,284.45,17.41 K,"143,114","483,610","342,578","264,361",283.05,283.05,284.00,"2,574,759","7,585,724","5,340,711","3,995,511",75%,,,25%,Coal India Ltd.,MINING & MINERALS
99,2457,337.20,337.15,348.95,4298,"56,885","135,840","58,611","56,813",338.00,336.35,349.40,"967,349","1,452,679","649,462","697,115",100%,,,,Coffee Day Enterprises Ltd.,FOOD PROCESSING
100,1540,1157.00,1157.90,1149.40,1264,"9,762","20,442","22,530","22,039",1160.00,1159.20,1150.95,"135,295","257,640","238,474","267,806",,,,,Colgate Palmolive (India) Ltd.,PERSONAL CARE
101,2657,1445.00,1436.40,1472.35,3666,"29,149","42,181","21,214","49,810",1455.00,1439.10,1473.65,"457,207","477,143","295,648","396,129",100%,,,,Container Corporation of India Ltd.,TRANSPORT & LOGISTICS
102,4743,558.95,556.60,572.80,2209,"8,138","16,914","65,678","22,276",559.95,555.80,574.35,"160,592","190,508","233,318","151,551",,,,,Coromandel International Ltd.,FERTILISERS
103,14.41 K,39.30,39.60,39.30,7642,"25,070","34,477","37,727","39,129",39.55,39.55,39.35,"208,592","272,705","318,450","273,095",100%,,,,Corporation Bank,BANKS - PUBLIC SECTOR
104,5079,268.00,261.65,262.25,5119,"9,154","101,295","121,862","190,088",265.85,260.50,262.25,"168,859","282,972","374,753","358,588",,,,,Cox & Kings Ltd.,MISCELLANEOUS
105,564,1957.00,1956.80,1988.80,693,"5,882","1,507","1,397","2,024",1966.50,1960.30,1965.20,"13,931","15,414","18,137","15,394",100%,,,,CRISIL Ltd.,MISCELLANEOUS
106,3600,910.00,903.40,901.85,707,"18,196","51,050","37,180","27,748",909.00,906.20,903.30,"200,329","340,524","370,109","376,867",,,,,Cummins India Ltd.,ENGINES
107,8078,582.10,580.95,653.10,2197,"236,529","30,099","14,873","12,109",588.25,581.55,653.55,"1,860,861","181,685","156,670","211,137",67%,,,33%,Cyient Ltd.,COMPUTERS - SOFTWARE
108,16.02 K,363.70,363.55,363.70,7766,"28,314","166,339","88,275","65,276",362.30,364.65,363.80,"565,302","1,047,684","994,465","1,187,297",100%,,,,Dabur India Ltd.,PERSONAL CARE
109,628,3128.60,3092.40,3027.45,286,"4,793","13,834","10,104","20,939",3100.35,3098.30,3028.40,"67,655","88,264","80,927","62,146",,,,,Dalmia Bharat Ltd.,CEMENT - MAJOR
110,793,352.00,355.35,353.10,1729,"10,444","13,013","7,946","12,551",353.90,355.85,352.75,"149,869","179,938","134,790","247,805",100%,,,,DB Corp Ltd.,MEDIA & ENTERTAINMENT
111,3286,183.50,184.20,189.40,2017,"139,470","152,969","223,388","159,547",184.20,184.15,189.65,"2,233,703","1,749,559","1,483,612","1,747,508",100%,,,,DCB Bank Ltd.,BANKS - PRIVATE SECTOR
112,1319,570.00,566.15,568.30,1552,"12,279","13,444","20,426","15,407",569.00,568.05,569.10,"240,256","130,202","167,861","163,002",100%,,,,DCM Shriram Ltd.,DIVERSIFIED
113,2368,392.00,389.50,389.80,33.17 K,"27,106","33,219","39,826","40,307",398.00,388.70,389.85,"130,769","156,518","268,676","166,847",100%,,,,Deepak Fertilizers and Petrochemicals Coprn Ltd.,FERTILISERS
114,17.98 K,324.50,324.50,336.80,12.76 K,"1,012,723","789,995","660,379","1,167,291",322.10,324.15,337.30,"4,695,678","3,913,423","3,579,576","5,794,441",67%,,,,Delta Corp Ltd.,CONSTRUCTION & CONTRACTING - REAL ESTATE
115,12.27 K,126.90,122.60,121.85,10.77 K,"134,833","384,017","211,637","699,430",123.60,122.70,121.50,"822,551","3,079,166","1,667,195","5,411,932",100%,,,,Den Networks Ltd.,MEDIA & ENTERTAINMENT
116,46.28 K,25.95,25.85,26.10,1.28 L,"546,129","463,958","475,789","499,681",26.05,25.90,26.10,"3,014,394","2,785,185","2,618,634","2,903,665",83%,,,17%,Dena Bank,BANKS - PUBLIC SECTOR
117,9346,591.00,590.35,612.20,4910,"283,300","246,354","185,404","196,358",590.15,590.15,612.50,"3,241,773","2,075,768","1,977,109","1,548,205",100%,,,,Dewan Housing Finance Corporation Ltd.,FINANCE - HOUSING
118,599,775.00,773.80,786.20,727,"2,545","1,835","2,061","1,765",779.85,774.50,782.10,"23,123","25,227","20,910","23,089",,,,,Dhanuka Agritech Ltd.,PESTICIDES & AGRO CHEMICALS
119,1380,936.95,936.95,943.95,2121,"21,495","100,474","61,482","40,860",940.65,934.95,946.20,"143,882","362,353","349,882","372,898",40%,,,60%,Dilip Buildcon Ltd.,CONSTRUCTION & CONTRACTING - CIVIL
120,34.82 K,73.00,72.95,72.70,13.78 K,"656,586","1,013,147","794,344","1,638,802",73.00,72.75,72.65,"4,671,111","9,566,444","7,330,792","15,270,578",86%,,,14%,Dish TV India Ltd.,MEDIA & ENTERTAINMENT
121,1927,1076.05,1086.90,1095.50,4170,"16,903","42,320","48,612","41,556",1090.00,1090.40,1098.30,"322,347","572,727","607,960","556,644",100%,,,,Divis Laboratories Ltd.,PHARMACEUTICALS
122,14.04 K,249.85,250.15,249.30,29.7 K,"551,276","671,205","721,684","503,559",249.00,250.20,249.30,"6,511,361","7,167,465","8,221,772","5,971,394",80%,,,20%,DLF Ltd.,CONSTRUCTION & CONTRACTING - REAL ESTATE
123,178,909.00,901.50,900.10,537,"1,019","54,170","20,582","5,048",911.95,905.65,903.05,"34,016","118,799","71,900","93,313",,,,,Dr Lal PathLabs Ltd.,PHARMACEUTICALS
124,2244,2466.00,2465.65,2487.50,2467,"27,108","33,466","40,988","31,969",2467.00,2461.50,2490.35,"240,896","384,980","473,923","370,144",60%,,,40%,Dr Reddys Laboratories Ltd.,PHARMACEUTICALS
125,607,1527.00,1527.00,1539.15,1504,"6,036","5,241","10,224","4,042",1531.00,1528.45,1540.20,"49,062","41,961","136,454","26,132",,,,,eClerx Services Ltd.,COMPUTERS - SOFTWARE MEDIUM & SMALL
126,16.34 K,274.10,273.65,279.90,16.11 K,"182,908","252,984","395,598","303,021",275.85,274.30,280.05,"2,167,017","2,310,967","1,868,652","2,517,393",67%,,,33%,Edelweiss Financial Services Ltd.,FINANCE - GENERAL
127,118,28069.85,27926.35,27987.45,259,"9,390","3,682","4,030","3,424",27880.00,27954.40,28009.45,"32,459","57,349","45,768","52,156",80%,,,,Eicher Motors Ltd.,AUTO - LCVS & HCVS
128,6289,361.05,357.50,357.90,2516,"6,179","35,476","26,104","43,319",364.00,357.25,358.75,"74,361","128,162","121,384","140,819",,,,,EID Parry (India) Ltd.,SUGAR
129,3295,205.00,202.80,198.20,1799,"20,812","110,858","52,884","140,224",204.10,202.60,198.75,"235,031","820,125","490,854","824,596",100%,,,,EIH Ltd.,HOTELS
130,2353,300.35,299.75,302.05,2181,"6,044","78,613","33,898","9,863",300.00,300.10,302.10,"18,217","106,869","112,242","44,691",,,,,Elgi Equipments Ltd.,COMPRESSORS
